ID,Department,Region,Education,Gender,Recruitment_Channel,Age,Number_of_Previous_Companies,Years_of_Service
8640,Analytics,32,Bachelor's,Male,Sourcing,28,1,1
8970,Technology,16,Bachelor's,Male,Other,28,2,3
170,Legal,2,Bachelor's,Male,Sourcing,31,1,3
7971,Sales & Marketing,2,Bachelor's,Female,Sourcing,37,1,9
2006,Sales & Marketing,28,Master's & above,Female,Other,32,1,10
4265,Operations,2,Master's & above,Male,Other,35,1,2
5571,Technology,22,Master's & above,Female,Other,32,1,10
1166,Technology,28,Master's & above,Male,Other,31,1,4
3130,HR,2,Below Secondary,Male,Other,21,1,1
1481,Sales & Marketing,26,Bachelor's,Male,Other,33,1,8
4511,Operations,4,Master's & above,Male,Other,49,1,6
8227,HR,2,Bachelor's,Male,Sourcing,35,1,10
7782,Sales & Marketing,21,Bachelor's,Male,Sourcing,24,1,2
9110,Sales & Marketing,31,Bachelor's,Male,Sourcing,25,1,1
676,Technology,13,Bachelor's,Male,Sourcing,27,1,3
8182,Finance,11,Bachelor's,Female,Other,29,1,9
6705,Procurement,22,Bachelor's,Male,Other,33,1,5
808,Finance,2,Bachelor's,Male,Sourcing,36,2,11
6882,Analytics,4,Bachelor's,Male,Other,27,1,2
5831,Sales & Marketing,2,Bachelor's,Male,Referred,36,1,4
5943,Procurement,23,Master's & above,Male,Other,40,2,4
9327,Sales & Marketing,22,Bachelor's,Male,Other,29,2,2
5574,Sales & Marketing,2,,Male,Other,24,1,1
8222,Procurement,2,Bachelor's,Male,Other,26,1,2
7878,Operations,7,Bachelor's,Female,Other,42,1,5
2843,Procurement,23,Master's & above,Male,Other,44,1,15
9118,Sales & Marketing,9,Bachelor's,Male,Other,20,1,2
9086,Sales & Marketing,2,Bachelor's,Female,Other,39,1,4
7577,Sales & Marketing,2,Master's & above,Male,Other,37,1,6
2677,Sales & Marketing,2,Bachelor's,Male,Other,38,3,4
7268,Operations,15,Bachelor's,Male,Sourcing,37,1,8
7267,Sales & Marketing,32,Bachelor's,Male,Sourcing,33,1,3
8606,Technology,22,Bachelor's,Male,Sourcing,27,1,5
1435,Sales & Marketing,17,Bachelor's,Male,Other,29,1,4
7865,Technology,2,Master's & above,Male,Referred,49,1,8
9522,Sales & Marketing,2,Bachelor's,Male,Other,35,1,7
4499,Procurement,15,,Female,Sourcing,53,1,8
916,Technology,26,Bachelor's,Female,Sourcing,41,1,15
4563,Sales & Marketing,32,Bachelor's,Male,Sourcing,35,1,7
7914,Sales & Marketing,2,Bachelor's,Female,Other,38,1,11
3559,HR,22,Master's & above,Female,Other,31,1,3
2897,R&D,22,Bachelor's,Male,Other,32,2,5
2986,Technology,16,Bachelor's,Female,Other,28,1,2
7348,Operations,4,Master's & above,Female,Other,34,1,5
537,R&D,27,,Male,Other,28,2,1
8147,Operations,22,Master's & above,Female,Other,41,1,11
1759,Analytics,7,Bachelor's,Male,Sourcing,41,1,7
8579,Legal,27,Bachelor's,Male,Other,27,1,1
3799,Technology,22,Bachelor's,Female,Referred,26,2,2
9804,Sales & Marketing,13,Bachelor's,Female,Sourcing,38,1,3
9661,Operations,34,Master's & above,Male,Other,36,1,9
2412,Sales & Marketing,2,Master's & above,Male,Referred,32,1,7
2150,Procurement,2,Bachelor's,Female,Sourcing,42,1,14
4496,R&D,22,Master's & above,Male,Sourcing,33,2,7
8778,Finance,29,Bachelor's,Male,Other,29,1,6
9801,Operations,32,,Female,Other,29,1,2
4186,Operations,22,Master's & above,Male,Sourcing,38,2,10
672,Procurement,8,Master's & above,Female,Sourcing,31,1,4
2294,Procurement,22,Bachelor's,Male,Sourcing,45,1,3
7825,Procurement,5,Bachelor's,Male,Other,32,1,8
1182,Operations,13,Bachelor's,Female,Sourcing,32,1,6
6917,Operations,22,Bachelor's,Male,Other,29,1,2
3810,Operations,2,Bachelor's,Male,Other,28,2,7
4079,Finance,32,Bachelor's,Male,Other,32,2,6
9682,Operations,13,Bachelor's,Female,Other,49,1,15
8883,Analytics,20,Bachelor's,Male,Other,25,1,3
9339,Operations,22,Bachelor's,Male,Sourcing,26,1,3
432,Operations,15,Bachelor's,Male,Other,41,1,5
7844,HR,22,Bachelor's,Male,Other,30,1,1
7597,Procurement,7,Bachelor's,Female,Other,36,2,4
9447,Operations,6,Bachelor's,Male,Other,30,1,1
2640,Analytics,15,Bachelor's,Male,Sourcing,36,1,3
3158,HR,22,Below Secondary,Female,Sourcing,23,1,1
8801,Operations,15,Bachelor's,Female,Sourcing,33,1,6
2342,Technology,2,Master's & above,Male,Other,36,2,7
3691,Operations,32,Bachelor's,Male,Other,33,2,9
5228,Technology,33,Master's & above,Male,Other,32,1,3
9394,Operations,2,Bachelor's,Female,Other,58,1,15
872,Sales & Marketing,25,Bachelor's,Male,Sourcing,30,1,2
7744,Sales & Marketing,29,Master's & above,Male,Other,37,1,7
7204,Procurement,29,Bachelor's,Male,Other,35,1,3
1332,Sales & Marketing,4,Master's & above,Female,Other,37,1,5
8626,Sales & Marketing,2,Bachelor's,Male,Sourcing,35,1,6
6736,Operations,15,Bachelor's,Male,Other,38,2,12
542,Operations,15,Bachelor's,Male,Sourcing,34,1,5
4801,Analytics,2,Bachelor's,Male,Other,36,1,3
5265,Sales & Marketing,24,Bachelor's,Male,Sourcing,28,1,1
9944,Technology,23,Master's & above,Male,Sourcing,43,1,7
1637,Sales & Marketing,21,Bachelor's,Male,Other,26,1,2
2660,Technology,5,Bachelor's,Male,Other,27,1,3
1664,Technology,22,Bachelor's,Male,Referred,26,1,3
6030,Analytics,2,Bachelor's,Male,Other,49,1,16
3344,Procurement,27,Bachelor's,Male,Other,35,1,8
1806,Sales & Marketing,26,Bachelor's,Male,Other,29,1,3
2501,Technology,2,Bachelor's,Male,Sourcing,52,1,7
9176,Sales & Marketing,13,Master's & above,Female,Sourcing,36,1,3
173,Operations,23,Bachelor's,Male,Sourcing,34,2,10
5683,Analytics,26,Bachelor's,Male,Other,30,1,4
2328,Procurement,22,Master's & above,Male,Other,33,1,6
1514,Sales & Marketing,28,Bachelor's,Male,Sourcing,29,1,6
1595,Operations,22,Bachelor's,Female,Other,31,1,4
9670,Operations,13,Master's & above,Female,Sourcing,35,2,7
5385,Operations,5,Bachelor's,Male,Other,39,1,7
1279,Technology,2,Master's & above,Male,Sourcing,39,1,4
3593,Sales & Marketing,13,Bachelor's,Female,Other,27,1,1
7899,Operations,2,Master's & above,Female,Other,54,1,9
6383,Analytics,29,Bachelor's,Male,Sourcing,26,1,4
3848,Technology,2,Master's & above,Female,Other,46,1,15
4903,Technology,22,Bachelor's,Male,Other,37,2,10
4996,Sales & Marketing,2,Master's & above,Female,Other,39,1,5
390,Sales & Marketing,26,,Male,Other,26,1,1
4725,Technology,27,Bachelor's,Male,Referred,27,1,4
231,Sales & Marketing,7,,Male,Other,27,1,2
6436,Analytics,22,Bachelor's,Male,Other,32,1,7
4005,Sales & Marketing,34,Bachelor's,Female,Sourcing,27,1,2
5519,Sales & Marketing,15,Master's & above,Male,Sourcing,31,1,5
8901,Sales & Marketing,2,Master's & above,Female,Other,32,1,3
409,Operations,20,Bachelor's,Male,Sourcing,30,1,4
3429,R&D,27,Master's & above,Male,Other,28,1,1
4224,Sales & Marketing,13,,Male,Other,22,1,1
6337,Finance,31,Master's & above,Male,Sourcing,31,1,3
9524,Technology,22,Bachelor's,Male,Referred,32,2,5
2075,Operations,25,Master's & above,Male,Other,34,1,2
2922,Sales & Marketing,26,Bachelor's,Male,Other,41,1,8
9390,Finance,2,Bachelor's,Female,Other,29,2,9
67,Analytics,15,Bachelor's,Male,Other,31,2,3
2331,Analytics,11,Bachelor's,Male,Other,29,3,4
4185,Analytics,2,Master's & above,Male,Sourcing,60,1,16
7215,Operations,14,Bachelor's,Male,Other,43,1,7
1785,Analytics,6,Bachelor's,Male,Sourcing,27,1,5
9165,Operations,7,Bachelor's,Male,Sourcing,28,1,2
6710,Analytics,6,Bachelor's,Male,Other,28,1,5
8889,Technology,4,Bachelor's,Female,Other,37,1,5
751,Procurement,7,Master's & above,Female,Other,34,1,4
3938,Technology,14,Master's & above,Male,Other,33,1,4
2426,Operations,15,Bachelor's,Female,Other,30,1,4
6623,Sales & Marketing,2,Master's & above,Female,Other,54,3,13
7122,Technology,2,Bachelor's,Female,Other,25,1,1
1630,Sales & Marketing,2,,Male,Sourcing,35,1,7
2281,Finance,2,Master's & above,Male,Other,40,1,11
1479,Sales & Marketing,7,Bachelor's,Male,Other,35,1,3
8546,Sales & Marketing,28,,Male,Sourcing,37,1,3
4375,Analytics,23,Bachelor's,Male,Sourcing,27,1,4
6923,Technology,23,Master's & above,Female,Other,33,1,2
6277,Sales & Marketing,2,Bachelor's,Female,Other,56,1,9
9562,Analytics,22,Master's & above,Male,Sourcing,36,2,9
5743,HR,32,Bachelor's,Male,Other,27,2,1
6269,Sales & Marketing,2,Bachelor's,Female,Other,52,1,18
5471,Sales & Marketing,11,Bachelor's,Male,Other,28,1,2
4756,Technology,22,Master's & above,Female,Other,52,1,4
5291,Sales & Marketing,7,Bachelor's,Male,Sourcing,24,2,1
2445,Analytics,12,Bachelor's,Male,Sourcing,28,1,5
9177,Procurement,5,Bachelor's,Female,Other,29,2,2
1921,Operations,2,Bachelor's,Male,Other,26,2,1
1963,Analytics,15,Bachelor's,Male,Other,41,1,10
6772,Procurement,15,Master's & above,Female,Sourcing,33,1,7
2917,Analytics,22,Bachelor's,Male,Sourcing,26,1,2
1793,Analytics,29,Bachelor's,Male,Sourcing,30,1,4
4572,Analytics,25,Master's & above,Male,Other,35,1,3
7850,Sales & Marketing,30,Bachelor's,Male,Sourcing,32,1,7
7521,Finance,2,Bachelor's,Male,Sourcing,46,1,14
9013,Finance,8,Bachelor's,Female,Other,28,1,1
4758,Procurement,7,Master's & above,Female,Sourcing,32,1,7
5065,Sales & Marketing,31,Bachelor's,Male,Sourcing,28,1,1
383,Analytics,8,Bachelor's,Male,Other,31,1,4
5819,Procurement,22,Bachelor's,Male,Referred,32,1,3
2669,Operations,2,Bachelor's,Female,Sourcing,30,2,2
4129,Finance,15,Master's & above,Male,Other,32,1,6
9702,Operations,17,Bachelor's,Female,Sourcing,34,1,4
6848,Technology,15,Bachelor's,Male,Other,28,1,3
5358,Sales & Marketing,7,Bachelor's,Male,Sourcing,32,1,5
7062,Sales & Marketing,26,Bachelor's,Male,Sourcing,29,1,2
9271,Operations,22,Bachelor's,Male,Sourcing,40,1,4
8872,Procurement,2,Master's & above,Female,Sourcing,56,1,19
690,Procurement,22,Bachelor's,Female,Other,29,1,1
5875,Sales & Marketing,11,Bachelor's,Male,Other,25,2,2
6374,Operations,11,Master's & above,Male,Sourcing,37,2,3
6425,Technology,2,Bachelor's,Male,Sourcing,28,1,5
9667,Procurement,12,Bachelor's,Male,Other,29,1,6
4060,Technology,16,Below Secondary,Male,Other,22,1,1
1608,Sales & Marketing,28,,Male,Other,34,1,8
2326,Operations,13,Bachelor's,Male,Sourcing,46,1,15
6059,Analytics,27,Bachelor's,Male,Sourcing,30,2,5
5280,Operations,2,,Female,Other,30,1,5
5668,Analytics,32,,Male,Sourcing,29,1,5
8048,Sales & Marketing,2,Master's & above,Male,Other,52,2,9
689,Sales & Marketing,14,Bachelor's,Male,Other,59,1,11
7661,Technology,7,Bachelor's,Male,Other,40,1,3
3962,Analytics,22,Master's & above,Male,Other,34,2,9
2975,Operations,31,Bachelor's,Female,Other,28,1,1
3611,HR,2,Bachelor's,Male,Other,49,1,17
6859,Sales & Marketing,7,Master's & above,Female,Sourcing,31,1,5
9440,Sales & Marketing,28,Bachelor's,Male,Other,32,1,4
3815,Technology,2,Bachelor's,Female,Sourcing,33,2,9
9952,Sales & Marketing,2,Bachelor's,Female,Sourcing,55,2,18
4361,Sales & Marketing,7,Master's & above,Male,Other,35,2,7
3233,Technology,7,Master's & above,Female,Other,34,1,7
5042,Analytics,22,Bachelor's,Female,Sourcing,29,1,5
6727,Sales & Marketing,7,Bachelor's,Female,Sourcing,29,2,1
6332,Sales & Marketing,33,Bachelor's,Male,Other,36,1,5
8308,Analytics,23,Bachelor's,Male,Other,35,1,7
8612,Operations,22,Bachelor's,Female,Other,31,1,8
7567,Technology,31,Bachelor's,Male,Other,29,1,10
3950,Procurement,16,Master's & above,Female,Sourcing,38,2,10
7201,Sales & Marketing,22,Bachelor's,Male,Other,27,1,1
596,Analytics,7,Master's & above,Male,Sourcing,50,1,16
4147,Operations,2,Master's & above,Male,Other,37,1,9
8062,Procurement,11,Bachelor's,Male,Sourcing,30,1,3
9597,Procurement,2,Master's & above,Female,Other,38,1,3
2018,Operations,7,Bachelor's,Female,Sourcing,45,1,16
1243,Operations,2,Master's & above,Male,Sourcing,60,1,18
3542,Procurement,7,Master's & above,Female,Sourcing,59,1,18
1557,Procurement,15,Bachelor's,Female,Other,36,1,7
1943,HR,27,Master's & above,Female,Sourcing,32,1,5
2102,Procurement,22,Bachelor's,Male,Other,27,2,5
9920,Analytics,26,Bachelor's,Male,Sourcing,29,1,5
4829,Procurement,17,Master's & above,Female,Other,36,1,8
2853,Sales & Marketing,28,Master's & above,Male,Other,36,2,10
7694,Sales & Marketing,22,Master's & above,Male,Sourcing,42,1,3
8954,Procurement,22,Bachelor's,Female,Other,26,More than 3,3
98,Technology,29,Bachelor's,Male,Other,26,1,3
1525,Sales & Marketing,31,Bachelor's,Male,Other,30,1,3
5793,HR,13,Bachelor's,Male,Other,29,1,6
3303,Technology,22,Bachelor's,Male,Sourcing,28,1,1
500,Operations,32,Bachelor's,Female,Sourcing,42,1,7
9209,Analytics,7,Master's & above,Male,Sourcing,35,1,7
4564,Technology,20,Bachelor's,Male,Sourcing,29,1,3
717,Sales & Marketing,21,Bachelor's,Male,Other,31,1,2
9854,Analytics,25,Bachelor's,Male,Other,31,1,7
218,Sales & Marketing,23,Bachelor's,Male,Sourcing,35,1,9
8929,Procurement,20,Master's & above,Female,Sourcing,33,1,8
1162,Operations,22,Bachelor's,Female,Referred,35,2,7
2289,HR,31,Bachelor's,Male,Other,37,1,3
4205,Sales & Marketing,29,Bachelor's,Male,Other,30,1,3
7214,Operations,2,Bachelor's,Male,Sourcing,30,1,7
8794,Sales & Marketing,32,Bachelor's,Male,Other,26,1,4
5753,Technology,10,Master's & above,Male,Sourcing,47,1,8
1471,Procurement,22,Bachelor's,Female,Other,29,1,3
5273,Sales & Marketing,2,Bachelor's,Male,Other,50,1,4
590,Technology,2,Bachelor's,Female,Sourcing,30,3,6
9992,Sales & Marketing,1,Bachelor's,Male,Sourcing,25,1,2
5749,Sales & Marketing,2,Bachelor's,Male,Other,37,1,5
8050,Sales & Marketing,2,Bachelor's,Male,Other,45,2,7
8064,Operations,22,Bachelor's,Male,Sourcing,37,1,4
1971,Operations,29,Bachelor's,Male,Other,30,1,6
6491,Technology,2,Master's & above,Female,Sourcing,38,2,3
9102,Procurement,26,Bachelor's,Female,Other,35,1,3
2032,Operations,21,Bachelor's,Male,Other,33,1,8
9414,Finance,7,Bachelor's,Male,Other,25,1,2
1238,Technology,13,Bachelor's,Male,Sourcing,29,3,7
2428,Technology,22,Master's & above,Male,Other,30,1,3
301,Sales & Marketing,7,Bachelor's,Male,Sourcing,36,1,4
9513,Operations,22,Master's & above,Male,Sourcing,32,1,3
1312,Sales & Marketing,22,Bachelor's,Female,Other,33,1,6
4514,Operations,2,,Male,Other,46,1,8
8975,Finance,2,Bachelor's,Female,Other,39,1,11
1894,Operations,8,Master's & above,Female,Other,43,1,9
2162,Analytics,11,Bachelor's,Male,Other,30,2,4
185,Procurement,2,Below Secondary,Female,Other,25,1,2
2014,Sales & Marketing,16,Bachelor's,Male,Sourcing,33,1,2
259,Finance,7,Bachelor's,Male,Other,36,1,5
843,Technology,28,Bachelor's,Male,Other,27,1,4
9858,Technology,22,Master's & above,Male,Other,27,1,3
9919,Procurement,27,Master's & above,Female,Sourcing,40,1,8
674,Operations,2,Bachelor's,Male,Sourcing,40,1,6
9326,Technology,13,Bachelor's,Female,Other,42,1,6
290,Technology,2,Bachelor's,Male,Other,34,2,2
7406,Sales & Marketing,2,Bachelor's,Female,Sourcing,36,2,7
5061,Operations,26,Bachelor's,Male,Sourcing,33,1,5
539,Analytics,11,Master's & above,Male,Other,33,1,5
1337,Sales & Marketing,30,Bachelor's,Male,Other,24,1,1
4699,Operations,2,Bachelor's,Female,Other,43,2,15
9159,Analytics,7,Master's & above,Male,Other,42,2,3
5,Operations,32,Bachelor's,Male,Other,31,1,7
77,Sales & Marketing,2,Bachelor's,Male,Other,56,1,15
647,Procurement,17,Bachelor's,Female,Other,38,2,4
3114,Sales & Marketing,31,Bachelor's,Male,Other,30,1,4
2390,Operations,29,Master's & above,Male,Other,46,1,16
4429,HR,2,Bachelor's,Male,Other,35,2,2
1430,Sales & Marketing,15,Bachelor's,Male,Other,37,2,7
1636,Sales & Marketing,2,Bachelor's,Male,Sourcing,38,1,4
8989,Operations,2,,Female,Sourcing,39,1,8
9330,Sales & Marketing,11,Master's & above,Male,Other,43,1,14
4053,Sales & Marketing,22,Bachelor's,Male,Sourcing,27,More than 3,2
6724,Technology,7,Master's & above,Male,Other,48,1,16
7619,Procurement,31,Master's & above,Male,Other,37,1,8
9186,Procurement,7,Bachelor's,Male,Other,31,1,3
9306,Sales & Marketing,22,Master's & above,Male,Sourcing,49,1,20
563,Sales & Marketing,26,Bachelor's,Male,Sourcing,33,3,3
4176,Operations,7,Bachelor's,Male,Sourcing,39,1,4
9927,Technology,22,Master's & above,Male,Sourcing,37,2,6
4799,Analytics,1,Bachelor's,Male,Other,30,1,2
902,Operations,6,Bachelor's,Female,Other,34,1,6
2790,Procurement,7,Below Secondary,Male,Sourcing,26,1,4
6456,Sales & Marketing,6,Bachelor's,Male,Other,45,1,5
3180,Technology,26,Master's & above,Female,Other,35,1,9
4516,Sales & Marketing,2,Bachelor's,Male,Other,28,More than 3,5
7119,Operations,2,Master's & above,Female,Sourcing,37,1,10
7908,Operations,20,Bachelor's,Male,Other,32,1,8
3605,Sales & Marketing,8,Bachelor's,Male,Other,26,2,2
8029,Procurement,2,Master's & above,Female,Sourcing,39,1,7
5686,Technology,2,Bachelor's,Male,Other,25,1,3
476,Sales & Marketing,1,Bachelor's,Male,Other,39,1,10
7874,Sales & Marketing,32,Bachelor's,Male,Sourcing,28,1,4
939,Sales & Marketing,22,Bachelor's,Male,Sourcing,38,1,12
2103,Sales & Marketing,22,Bachelor's,Male,Sourcing,26,1,1
3811,Sales & Marketing,13,Master's & above,Male,Other,37,1,4
3148,Operations,16,Bachelor's,Female,Sourcing,29,1,4
1255,Analytics,26,Bachelor's,Female,Other,27,1,3
8932,Procurement,15,Master's & above,Male,Other,37,More than 3,10
1856,Operations,25,Bachelor's,Male,Sourcing,34,1,5
9083,Technology,16,Below Secondary,Male,Sourcing,24,2,3
242,Technology,17,Bachelor's,Female,Sourcing,38,1,7
9870,Technology,6,Bachelor's,Male,Other,30,1,2
1179,Operations,24,Bachelor's,Male,Sourcing,29,1,4
4000,HR,2,Bachelor's,Female,Other,45,1,2
8672,Operations,2,Bachelor's,Male,Sourcing,43,2,13
970,Finance,2,Master's & above,Male,Other,43,2,5
9602,Operations,27,Master's & above,Female,Other,40,1,9
3373,Technology,27,Bachelor's,Female,Other,29,1,2
6697,Finance,27,Bachelor's,Male,Sourcing,25,2,2
9039,Operations,7,Bachelor's,Male,Other,37,2,4
4090,Sales & Marketing,13,Master's & above,Female,Other,31,1,9
4713,Technology,27,Bachelor's,Male,Other,26,1,5
583,Analytics,9,Master's & above,Male,Sourcing,29,1,4
6064,Operations,13,Bachelor's,Female,Sourcing,29,1,2
9290,Sales & Marketing,6,Bachelor's,Female,Sourcing,25,1,1
8045,Sales & Marketing,26,Bachelor's,Male,Other,24,1,1
2680,Operations,6,Bachelor's,Female,Sourcing,35,1,9
5635,Sales & Marketing,22,Bachelor's,Male,Other,29,1,2
4373,Operations,22,Bachelor's,Male,Other,30,2,5
5306,Technology,22,Bachelor's,Male,Sourcing,29,1,6
4141,Legal,11,Bachelor's,Male,Sourcing,37,1,3
1886,Sales & Marketing,9,Master's & above,Male,Other,28,2,2
9216,Sales & Marketing,27,Bachelor's,Male,Sourcing,33,1,5
245,R&D,7,Master's & above,Male,Sourcing,41,2,2
4717,Procurement,15,Bachelor's,Male,Sourcing,33,1,7
3920,Sales & Marketing,8,Bachelor's,Male,Sourcing,36,1,4
9534,Sales & Marketing,1,Bachelor's,Male,Other,29,1,4
8741,Sales & Marketing,2,Bachelor's,Male,Other,34,1,7
5263,Procurement,7,Master's & above,Male,Other,34,1,2
739,Sales & Marketing,2,,Male,Other,50,1,21
5162,Sales & Marketing,30,,Male,Other,32,1,5
2218,Operations,8,Bachelor's,Female,Other,42,1,10
5624,Technology,23,Bachelor's,Male,Other,34,1,7
6026,Procurement,13,Bachelor's,Male,Other,34,1,5
8998,Operations,7,Below Secondary,Male,Other,24,1,2
769,Procurement,23,Master's & above,Male,Sourcing,41,1,6
572,Sales & Marketing,22,Bachelor's,Male,Other,27,1,5
2523,Procurement,33,Bachelor's,Male,Other,27,1,2
9747,Sales & Marketing,16,Bachelor's,Male,Other,45,1,6
5762,Analytics,17,Bachelor's,Male,Other,30,1,6
623,Technology,27,Master's & above,Female,Sourcing,39,1,10
5718,Sales & Marketing,19,Bachelor's,Male,Other,36,1,5
1216,Legal,2,Bachelor's,Male,Sourcing,44,1,5
2766,Finance,3,Bachelor's,Female,Other,31,1,2
2373,Sales & Marketing,17,Bachelor's,Male,Other,27,1,3
7160,Sales & Marketing,11,Master's & above,Male,Other,39,2,14
2825,Technology,14,Bachelor's,Male,Sourcing,55,1,4
909,Procurement,2,Bachelor's,Female,Other,40,2,3
8406,Technology,5,Bachelor's,Male,Other,47,1,19
7140,Sales & Marketing,19,Bachelor's,Male,Sourcing,38,1,11
7211,Sales & Marketing,22,Master's & above,Male,Other,38,2,8
2634,Sales & Marketing,14,Bachelor's,Female,Other,33,1,5
6965,Analytics,20,Bachelor's,Male,Other,29,1,5
8161,Analytics,29,Bachelor's,Male,Other,32,2,2
9097,HR,20,Bachelor's,Male,Other,27,1,3
1399,Procurement,23,Bachelor's,Female,Other,30,1,8
2713,Finance,13,Bachelor's,Male,Other,36,1,4
492,Operations,19,Master's & above,Male,Other,49,1,19
4334,Operations,2,Bachelor's,Male,Other,26,1,1
6662,Legal,2,Below Secondary,Female,Other,26,1,1
8212,Technology,20,Master's & above,Female,Other,36,1,3
2209,Sales & Marketing,25,Bachelor's,Male,Other,31,1,5
2931,Operations,10,Master's & above,Female,Sourcing,31,1,3
1104,Sales & Marketing,2,Bachelor's,Male,Referred,31,3,6
2973,Sales & Marketing,25,Bachelor's,Female,Other,29,1,1
8356,Procurement,22,Master's & above,Male,Other,30,1,2
5223,Operations,22,Master's & above,Male,Other,34,1,7
8055,Technology,4,Master's & above,Female,Other,43,1,6
8188,Procurement,7,Master's & above,Male,Sourcing,49,1,14
1165,Sales & Marketing,7,Bachelor's,Male,Other,39,2,4
6045,Analytics,29,Bachelor's,Male,Other,36,1,7
7123,Procurement,30,Bachelor's,Male,Other,32,1,4
1361,Sales & Marketing,5,Bachelor's,Male,Sourcing,29,1,2
2601,Finance,2,Bachelor's,Male,Other,50,1,3
2627,Operations,31,Bachelor's,Male,Sourcing,46,1,8
3499,Analytics,22,Bachelor's,Male,Other,26,More than 3,3
7294,Procurement,7,Bachelor's,Male,Sourcing,33,2,4
3668,Technology,11,Bachelor's,Male,Sourcing,30,1,2
5614,Sales & Marketing,28,Bachelor's,Female,Other,29,1,5
5938,Operations,22,Master's & above,Female,Sourcing,46,1,5
4120,Operations,11,Master's & above,Male,Sourcing,45,1,4
524,Sales & Marketing,13,Bachelor's,Female,Sourcing,33,1,7
1377,Procurement,7,Master's & above,Female,Sourcing,40,1,10
2130,Procurement,7,Master's & above,Female,Sourcing,42,1,4
2615,Operations,26,Bachelor's,Female,Other,46,1,5
995,Sales & Marketing,2,Master's & above,Male,Sourcing,39,2,3
8804,Sales & Marketing,2,Master's & above,Male,Other,40,1,5
905,Sales & Marketing,2,Bachelor's,Male,Other,29,1,2
6673,Operations,17,Bachelor's,Male,Other,26,1,1
8000,Technology,7,Bachelor's,Male,Other,28,1,2
1920,Analytics,16,Bachelor's,Male,Other,35,2,4
2671,Legal,13,Bachelor's,Male,Sourcing,34,1,3
3265,Analytics,31,Bachelor's,Male,Other,29,2,4
6319,Analytics,11,Bachelor's,Male,Other,28,3,5
7079,HR,20,Master's & above,Male,Other,31,1,3
9750,Sales & Marketing,20,Bachelor's,Male,Other,26,1,1
4594,Technology,5,Master's & above,Male,Other,38,1,8
5325,Operations,7,Bachelor's,Male,Other,31,2,9
5363,Sales & Marketing,7,Master's & above,Male,Other,42,1,19
4633,Operations,22,Bachelor's,Male,Referred,39,1,10
933,Operations,2,Bachelor's,Female,Other,24,3,1
4587,Sales & Marketing,31,Bachelor's,Male,Sourcing,29,1,1
40,Technology,22,Master's & above,Male,Other,45,2,15
3196,Procurement,31,Bachelor's,Female,Other,37,1,4
9843,Technology,13,Master's & above,Male,Other,47,1,3
3313,Operations,32,Below Secondary,Male,Sourcing,24,1,2
299,Procurement,2,Bachelor's,Male,Other,60,3,16
8971,Sales & Marketing,21,Bachelor's,Male,Sourcing,34,2,10
3163,Sales & Marketing,29,Master's & above,Male,Other,33,1,10
2683,Technology,2,Master's & above,Female,Other,36,2,7
7496,R&D,8,Bachelor's,Male,Other,34,1,3
6167,Sales & Marketing,15,Bachelor's,Male,Other,44,1,14
4164,Technology,26,Master's & above,Male,Other,37,2,6
3838,Operations,22,Master's & above,Female,Sourcing,35,1,7
8731,Operations,7,Below Secondary,Male,Sourcing,26,2,2
6028,Sales & Marketing,6,Bachelor's,Female,Sourcing,32,1,4
1631,Finance,22,Bachelor's,Female,Other,31,2,5
1709,HR,31,Bachelor's,Male,Other,33,1,3
5188,Operations,22,Bachelor's,Male,Other,36,1,7
7626,Operations,22,Bachelor's,Male,Referred,33,1,3
900,Sales & Marketing,23,Bachelor's,Male,Other,40,1,11
5339,Operations,30,Bachelor's,Male,Sourcing,38,1,9
5506,Analytics,2,Master's & above,Male,Other,51,1,6
2846,Operations,16,Bachelor's,Male,Other,35,1,5
7488,Analytics,23,Bachelor's,Male,Other,33,1,3
4285,Operations,2,Master's & above,Male,Other,37,1,12
503,Sales & Marketing,22,Bachelor's,Male,Other,23,1,1
9904,Operations,22,Bachelor's,Male,Other,37,1,8
1280,HR,7,Master's & above,Male,Sourcing,31,1,5
346,Operations,27,Bachelor's,Female,Other,40,1,3
1170,Operations,16,Bachelor's,Female,Sourcing,34,1,10
5157,Technology,2,Master's & above,Female,Other,51,2,18
1260,Sales & Marketing,2,Bachelor's,Male,Other,45,1,7
2797,Technology,12,Bachelor's,Male,Other,27,1,2
3159,Legal,29,Bachelor's,Male,Sourcing,30,1,4
3960,Technology,5,Master's & above,Male,Sourcing,39,2,7
7949,Procurement,34,Bachelor's,Male,Sourcing,30,1,2
9115,Operations,19,Bachelor's,Male,Other,44,1,6
3410,Sales & Marketing,16,,Male,Sourcing,25,2,2
6388,Operations,27,Master's & above,Female,Other,50,1,18
3743,Analytics,32,Bachelor's,Male,Sourcing,30,1,6
9640,Sales & Marketing,13,,Male,Sourcing,45,1,16
9729,Sales & Marketing,15,Master's & above,Male,Other,34,1,4
7884,Finance,2,Bachelor's,Female,Sourcing,53,1,33
8384,Sales & Marketing,5,Bachelor's,Female,Sourcing,29,1,3
447,Procurement,2,Bachelor's,Male,Sourcing,36,More than 3,10
2317,Operations,15,Bachelor's,Male,Other,43,1,7
1420,Operations,7,Master's & above,Male,Sourcing,34,1,4
4251,Sales & Marketing,2,Bachelor's,Male,Sourcing,57,1,13
