company,frequency,recency,monetary,low_hp,medium_hp,high_hp,sport_car,old_,medium_old,medium_new,new_,low_mileage,medium_low_mileage,medium_high_mileage,high_mileage,less_3k,_3k_6k_,_6k_10k_,_10k_15k_,_15k_,profit_per_car
DJAVTO DARKO JOVIĆ S.P.,4,6,8,0,10,0,0,0,5,4,1,0,2,8,0,0,2,5,3,0,819.8
COSMIN ROMAN,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,562.0
Marcel Auto's,1,10,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,704.0
AXA CARS LEASING S.R.L.,1,9,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,825.0
CUSTOM LAND SURVEY SRL,1,7,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,379.0
"AVTO GR, GAŠPER ROPRET S.P.",3,9,9,0,6,3,0,0,5,3,1,1,2,6,0,0,1,6,1,1,-278.3333333333333
PORTUS MD EISAGOGIKI EXAGOGIKI MONOPROSOPI IKE ||PORTUS MD MONOPROSOPI IKE,2,7,6,1,3,0,0,0,0,3,1,0,3,1,0,0,0,3,0,1,-190.5
Automobile Freutel KG,2,4,8,0,4,0,0,0,0,1,3,3,1,0,0,0,0,1,0,3,784.75
"Automobile Kuhn, Inh. Viktor Kuhn",1,9,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,777.0
Garage Zwarte Zee,1,7,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,412.0
Gregor Paprozki Stacja Diagnostyczna Gregor,1,10,2,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,321.5
Autohaus Piper GmbH,1,9,5,1,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,875.0
"XS Gebrauchtwagen, Inh. Servan Savucu",7,6,11,0,5,13,19,5,14,18,0,3,9,25,0,0,2,6,8,21,190.6216216216216
Reinpo-autoFive s.r.o,4,5,6,0,12,0,0,5,6,1,0,0,4,7,1,6,4,2,0,0,529.9166666666666
Autohaus Jehrke GmbH,4,8,9,8,2,0,0,0,0,6,10,10,0,0,0,0,0,5,3,2,776.4
Autohaus Schlesiger GmbH,1,9,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2071.0
DALLANEGRA SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE: DALLANEGRA S.R.L.,1,9,6,1,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,1182.5
Solid Leasing A/S,1,9,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,200.0
CCN CAR CENTER NORDHORN UG,1,10,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-254.0
SRL AUTO ATTITUDE,1,10,4,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,890.0
Fadil Orhan,1,9,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,387.0
Nielsen Car Group A/S,1,10,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2045.0
STARENIOS KOSTAS MONOPROSOPI ETAIRIA PERIORISMENIS EYTHYNIS||STARENIOS KOSTAS EPE,1,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,541.0
KOUROUMALIS GEORGIOS,1,10,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-2016.0
"M.S.H montaža in servis procesne opreme, d.o.o.",1,9,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1181.0
MA SELECTION AUTOMOBILE,6,3,10,1,9,5,6,10,9,2,1,6,15,0,0,0,2,7,4,8,1008.0
"AUTOMOVEIS EDUCAR, UNIPESSOAL LDA",2,9,3,2,1,0,0,2,0,1,0,0,1,2,0,2,0,1,0,0,281.3333333333333
Fahrzeug & Motorrad-Center Marco Schneider e.K.,5,6,9,9,8,0,0,0,9,6,2,10,7,0,0,2,8,4,2,1,620.4705882352941
GARAGE VAN BAKEL B.V.,1,9,5,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,939.5
WELTOM CARS TOP SRL,1,9,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,240.0
PIERRE ASTIER,1,3,4,0,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,799.5
DRIVE OR DIE SL,1,6,5,0,2,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,803.5
GROUP INVEST PLUS KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,6,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,877.0
TOP CAR'S 59,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,466.0
Dominik Lach INTERCAR,1,9,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1239.0
ARISTIDES DAS NEVES PIMPAREL MORAIS,1,8,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,712.0
M&M Trading AB,1,9,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,574.0
STEFANELLI S.P.A.,2,8,6,1,2,0,0,0,0,2,2,2,1,0,0,0,0,1,0,2,1437.6666666666667
GARAGE DES 3 VOIES,1,8,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,739.0
CELIK AUTO,6,3,5,17,6,0,0,17,6,0,0,0,6,17,0,23,0,0,0,0,233.08695652173913
Michal Tomec,2,9,5,0,3,1,0,1,1,2,1,1,2,1,0,1,1,1,0,1,541.5
"Europe Auto Trade, s.r.o.",6,6,10,1,19,2,0,0,1,13,14,7,6,8,1,0,3,1,8,10,525.9545454545455
"MALI VRAGCI, spletna trgovina, d.o.o.",1,10,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,678.0
"LION CAR, s.r.o.",1,10,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1102.0
"AUTOMOBILI MEDVED, obrt za trgovinu, vl. Darko Medved",9,1,11,1,78,0,0,0,38,38,8,1,11,67,0,0,26,31,16,6,854.746835443038
Radim Bouček,2,10,5,0,3,0,0,0,1,2,0,0,2,1,0,0,1,0,2,0,302.3333333333333
Kristián Vajda,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,260.0
Rayane Azzedine,2,7,4,2,1,0,0,0,2,1,0,0,2,1,0,0,3,0,0,0,521.6666666666666
BVBA VIGAR MOTORS,3,3,9,0,3,2,2,0,0,5,4,5,2,0,0,0,0,0,1,6,978.4285714285714
"MK-Automobile, Inh. Mohammad Khalil",1,7,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,586.0
OK Leasing Anna Kordowska,1,10,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,149.0
"Autivo Automobile, Inh. Elena Peege e.K.",3,9,6,4,2,0,0,0,4,2,1,5,1,0,0,0,3,3,0,0,707.6666666666666
MERITO COORDENADO - UNIPESSOAL LDA,2,9,3,3,0,0,0,1,2,0,0,0,1,2,0,3,0,0,0,0,1289.3333333333333
Autohaus Hons OHG,1,7,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,853.0
AUTO MATRIX J.D.O.O.,3,4,7,0,5,0,0,0,1,4,2,2,2,1,0,0,1,1,1,2,1118.6
TOMCARS SPEED S.R.L.,1,9,4,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,357.0
RCVNO,1,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,727.0
"Autohandel Langenhof & Kingma, Inh. Ido Kingma",1,9,4,0,2,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,311.0
A-G Automobile GbR,3,7,9,0,5,0,0,0,0,0,5,2,3,0,0,0,0,0,0,5,781.2
GARAGE GRIMBERT LA TRADITION AUTOMOBILE,1,10,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,240.0
GRUPA MTG Tomasz Gluza,1,8,4,0,2,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,-62.5
A.Weernink Auto's,3,6,9,0,8,0,0,0,0,4,8,8,0,0,0,0,0,0,0,8,1160.125
"Ps-Link-Cars, Inh. Thomas Link",3,7,4,2,1,1,1,5,0,0,0,1,0,3,1,1,4,0,0,0,642.6
EURL AUTOS COACHING,1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,297.0
AUTÓCENTRUM-BARNA KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,550.0
Auto-Schenk. Inh. Günter Schenk e.K.,2,10,6,3,1,0,0,1,0,2,3,3,0,1,0,1,0,0,2,1,679.0
"FSM Automobile, Inh. Fatih Tat",2,6,5,0,4,0,0,0,3,1,0,0,3,1,0,1,1,2,0,0,436.75
Spedition Markus Nitz GmbH,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,208.0
Auto-Centrum ApS,8,3,12,1,2,5,46,0,0,0,54,54,0,0,0,0,0,0,0,54,666.8333333333334
Šárka Lajgotová,2,3,3,2,2,0,0,3,1,0,0,0,1,3,0,4,0,0,0,0,506.75
ANCARS,1,10,4,1,1,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,817.5
V.O.F. Carstore Apeldoorn,2,10,2,3,0,0,0,0,3,0,0,0,1,2,0,3,0,0,0,0,653.0
JUDr. Dušan Mikuláš - (červienka forza-alfa),1,8,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,438.0
DATSYSHYN OLESYA MYROSLAVIVNA,1,6,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,590.0
"Elegance Automobile Wiesbaden, Inh. Hayati Bicer",3,3,4,6,2,1,0,8,1,0,0,0,3,6,0,8,0,1,0,0,385.3333333333333
Auto Lechner GbR,3,9,9,0,4,1,0,0,0,5,3,2,3,0,0,0,0,0,0,5,1414.0
DE HARTOG B.V.,2,9,7,0,3,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,1009.0
BVBA SAMCARLOGISTICS,1,10,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,410.0
AFOI KESANLI OE,3,8,5,6,0,0,0,0,0,6,1,2,4,0,0,0,3,3,0,0,802.8333333333334
René Hartmann,3,3,9,3,6,0,0,0,2,3,6,9,0,0,0,0,2,1,5,1,827.7777777777778
Provence Central Auto,3,8,7,0,7,2,0,3,4,2,0,0,9,0,0,0,4,4,1,0,1000.7777777777778
Auto-Detailing Maciej Markiewicz,1,8,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,304.0
"J.S.Automobile, Inh. Jan Schlote",5,4,5,12,7,0,0,19,0,0,0,1,12,6,0,19,0,0,0,0,355.6842105263158
Auto Centrum Stiphout B.V.,4,7,9,1,8,1,0,0,0,7,6,5,4,1,0,0,1,2,4,3,-523.2
"Sportwagen Langner-Mengesdorf, Inh. Rosmarie Langner Mengesdorf",1,10,6,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,2,1478.5
Autosalon Uhingen GmbH,5,6,11,0,6,1,9,0,1,11,9,10,6,0,0,0,0,0,0,16,1380.6875
J.Essertel Automobiles,4,8,9,6,4,3,0,2,5,6,2,7,6,0,0,3,3,1,3,3,940.3076923076923
SIA Baltais Transports,1,1,4,1,0,1,0,0,1,1,0,0,0,2,0,1,0,0,1,1,536.0
KELEMEN AUTOMOBILE S.R.L.,6,6,7,5,21,0,0,18,7,1,0,0,1,8,17,18,7,1,0,0,475.6923076923077
ESCOLHA PRINCIPAL LDA,1,8,5,2,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,630.5
VESTRA AUTO,1,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,673.0
ZD BERATUNG j.d.o.o.,3,3,8,0,8,0,0,0,0,8,1,0,3,5,0,0,0,1,7,0,1233.5
Autogroothandel Keuker V.O.F.,1,10,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,844.0
SAPIA ANDREA,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,501.0
Cars&Rabek GSM Robert Kasprzyk,1,10,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1003.0
SARL AC AUTO,3,6,5,3,3,0,0,1,5,0,0,0,6,0,0,1,3,2,0,0,331.1666666666667
"Autotip24, Inh. Saziye Yildirim",3,1,3,2,6,0,0,8,0,0,0,1,3,2,2,8,0,0,0,0,78.25
Timmermans Schade-expertise en taxatie,1,10,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1435.0
VLAD AUTO CONCEPT SRL,1,6,2,1,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,597.5
CARMA S.R.L.,1,1,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1290.0
DJIBI AYTO LTD,4,8,6,8,4,0,0,0,5,7,1,1,4,6,1,4,6,2,0,0,679.75
Dr Vajda Consulting Kft,2,8,3,1,2,0,0,2,1,0,0,0,1,2,0,2,1,0,0,0,615.3333333333334
Handelsbedrijf Tomas Weyn,2,10,5,0,3,1,0,3,1,0,0,0,3,1,0,0,3,1,0,0,670.5
PC Automotive Services,1,8,6,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,2,1215.0
A&G Transport OÜ,1,9,4,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,309.0
"AVTO FRAM, d.o.o.",1,10,4,0,1,1,0,0,1,1,0,0,0,1,1,0,0,2,0,0,10.0
KOVALʹCHUK VOLODYMYR VOLODYMYROVYCH,5,4,5,7,8,0,0,13,2,0,0,0,1,10,4,13,1,1,0,0,314.6666666666667
"Auto Schuman, Inh Frans Schuman",1,10,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,288.0
AUTOBEDRIJF VAN HOOF B.V.,3,7,7,2,2,1,0,1,0,2,3,5,0,0,0,0,2,0,0,3,-36.2
Cars 28,1,8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,561.0
"Busbetrieb Groll, Inh. Benjamin Groll",1,8,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1726.0
THX Projects s.r.o.,2,10,6,0,4,0,0,0,1,3,1,0,2,2,0,0,1,1,1,1,570.5
REMIREMONT AUTOMOBILES,5,1,10,1,14,0,0,0,0,11,9,10,5,0,0,0,0,4,3,8,1073.9333333333334
"Underground Motorsport, Tomi Juhani Sellgren",1,10,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1272.0
Auto-West Oy Petri Rahko,1,7,9,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1484.0
G. CARS d.o.o.,1,7,3,0,2,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,-94.5
"SeDa Online, Inh. Sebastian Datema",2,6,2,1,2,0,0,2,1,0,0,1,0,1,1,3,0,0,0,0,-18.333333333333332
SUBECZ ERIKA E.V.,1,7,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,249.0
GT1 OÜ,1,10,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1522.0
"TAVERNA KOLÍN, s.r.o.",8,3,9,3,42,4,0,36,12,1,0,0,8,29,12,31,16,2,0,0,585.6938775510204
VERTENTES APELATIVAS UNIPESSOAL LDA,1,7,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,29.0
UAB LORDELA,1,10,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,439.0
GARAGE LIEKENS FREDERIC,6,7,10,13,9,0,0,0,2,10,14,18,4,0,0,0,2,6,8,6,707.1818181818181
CONSTRUCCIONES IVAN BABIY SLU,1,1,5,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,-257.5
MD AUTO D.O.O. NIKŠIĆ,3,7,5,2,7,0,0,4,4,1,0,0,0,6,3,7,2,0,0,0,507.44444444444446
Autohaus Stumpf e.K,1,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1107.0
KOČO AUTO DOOEL uvoz-izvoz Kriva Palanka,3,6,4,1,6,0,0,7,0,0,0,0,0,4,3,7,0,0,0,0,425.85714285714283
"A&S Automobile, Inh. Ahmet Karci",2,8,9,0,0,0,3,0,0,3,2,1,2,0,0,0,0,0,0,3,1447.3333333333333
"S&R Automobile Wurzen, Inh. Steven Ruhnke",2,8,5,0,3,0,0,0,2,1,0,0,2,1,0,0,2,0,1,0,800.3333333333334
OILDAUTO 2011 SL,1,10,3,1,1,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,781.5
MARI-CAT Maria Powichrowska,3,9,4,2,4,0,0,3,3,0,0,1,1,4,0,5,1,0,0,0,599.1666666666666
"TSM - Wolfgang Mühlenfeld, Inh. Wolfgang Mühlenfeld",4,3,4,8,5,0,0,9,4,0,0,0,9,4,0,13,0,0,0,0,364.9230769230769
Au2vest Bilsalg,2,10,9,0,0,2,1,0,0,1,3,2,1,0,0,0,0,0,0,3,1718.6666666666667
DELTA-TRUCK Járműjavító és Kereskedelmi Korlátolt Felelősségű Társaság,3,9,9,3,3,0,0,0,0,0,6,4,0,2,0,0,0,0,0,6,817.1666666666666
Alsace Classic Cars,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,144.0
JESUS DIAZ VALVERDE,2,7,3,1,3,0,0,3,1,0,0,0,0,4,0,4,0,0,0,0,308.75
Deautopoort.nl,2,3,8,1,0,2,2,0,0,3,2,2,2,0,0,0,0,1,0,3,-393.25
"Car Company, Inh. Furkan Coskun",3,6,5,1,4,0,0,2,3,0,0,0,4,1,0,2,2,1,0,0,651.0
"Auto Cempel, Inh. Robert Cempel",2,6,3,3,0,0,0,2,1,0,0,2,1,0,0,3,0,0,0,0,429.3333333333333
MotoMarket Adrian Ramski,4,1,7,1,9,0,0,2,3,5,0,1,3,6,0,3,3,4,0,0,709.6
Heil Automobile GmbH,6,6,10,9,12,1,0,0,5,13,6,16,6,0,0,0,0,8,5,9,1116.6363636363637
Van Der Linden Groep Waddinxveen,1,10,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1317.0
Autohaus Bärenstrauch GmbH & Co KG,3,3,9,1,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,437.6
VÖRÖS 8 Kft.,4,8,6,2,11,0,0,7,6,0,0,0,7,6,0,6,6,1,0,0,352.2307692307692
CARL WEINREICH A/S,1,7,7,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,881.5
Ralph Burgstaller Automobile,1,4,6,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,-1346.0
"Auto Mask, Inh. Kazim Cagman",6,5,9,1,16,3,0,5,6,9,0,1,13,6,0,5,6,5,1,3,305.55
SAS DK AUTOMOBILES,1,10,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17.0
Samoliuk Viktoriia,1,3,4,0,2,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,863.0
ALLIANCE,1,7,3,0,2,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,536.5
AutoFrance,1,8,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1129.0
RENE REEDORF ApS,3,9,10,1,1,3,4,0,0,0,9,7,2,0,0,0,0,0,0,9,2531.777777777778
ZBIGNIEW GÓRA FIRMA HANDLOWA,2,7,6,0,4,0,0,0,0,4,0,0,2,2,0,0,0,1,3,0,684.5
ŁUKASZ SZYGUŁA MOTO 24,1,7,4,0,2,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,708.0
Branislav Golier BG - sun,1,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,360.0
ZGHEIB Groupe,1,10,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,241.0
V.O.F. AUTOSERVICE NIJLAN,1,6,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,815.0
Nawrot Sp. z o.o.,1,9,4,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,664.5
Autohaus Birkelbach GmbH,3,5,9,1,4,1,1,0,0,1,6,6,1,0,0,0,0,0,0,7,709.0
FAVORITE CHAMPION - UNIPESSOAL LDA,2,8,5,1,3,0,0,0,2,2,0,0,1,3,0,0,2,1,1,0,608.75
JESUS CRESPO UCHA,2,10,4,0,3,0,0,0,3,0,0,0,2,1,0,0,2,1,0,0,484.6666666666667
Miroslav Fláma,1,9,5,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,-557.5
Rizek Best Car Kft.,3,6,5,6,1,0,0,5,1,0,1,1,2,4,0,6,0,0,0,1,498.85714285714283
GLOBAL AUTOMOTIVE,3,3,9,1,3,1,2,0,1,2,4,3,4,0,0,0,1,0,1,5,1060.4285714285713
City-Car-Heide GmbH & Co. KG,2,9,7,1,1,1,0,0,1,1,1,1,2,0,0,0,0,0,1,2,1340.0
Jaroslav Pobořil,1,5,3,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,716.0
David Chromec,4,4,7,4,9,0,0,0,12,1,0,0,10,3,0,1,8,4,0,0,622.3846153846154
MADLUS s.r.o.,2,7,8,0,0,1,2,0,0,3,0,0,1,2,0,0,0,0,0,3,1185.6666666666667
RS MOTO d.o.o.,2,10,6,0,1,1,1,0,2,1,1,0,1,2,0,0,0,1,0,2,290.0
Autobedrijf Vankeirsbilck N.V.,6,3,10,13,9,0,0,0,7,9,9,19,3,0,0,0,8,4,3,7,866.1818181818181
ERPN Hungary Ingatlanforgalmazo es Szolgaltato Kft.,2,7,6,4,0,0,0,0,0,3,2,2,2,0,0,0,0,2,2,0,407.0
JOÃO PAULO DUARTE SOARES,1,9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,525.0
"Romy Autohandel, Inh. Romy Aldib",5,4,4,7,8,0,0,13,2,0,0,0,5,10,0,15,0,0,0,0,162.26666666666668
Auto-Zentrum Nuredini OHG,2,3,6,0,2,1,0,0,1,2,0,1,2,0,0,0,0,0,2,1,900.3333333333334
MY-CAR servis s.r.o.,3,1,4,2,4,0,0,5,1,0,0,1,0,4,1,5,0,1,0,0,387.5
Autoimperium,2,9,9,0,1,0,2,0,0,0,3,2,1,0,0,0,0,0,0,3,-2724.6666666666665
Automobile Peter Lips GmbH,8,1,11,7,49,9,3,16,30,20,5,30,37,1,0,2,16,26,17,7,308.4264705882353
VINTAGE CARS KAMIL ANDRYSIAK,2,10,4,1,0,2,0,3,0,0,0,0,1,2,0,1,1,1,0,0,392.3333333333333
Nice Car Zygmunt Gruszka,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,513.0
VINTAGE CARS,1,9,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,-217.0
Autó Galéria Kft.,1,9,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2041.0
VM Autos,3,7,4,1,4,0,0,5,0,0,0,0,2,3,0,3,1,1,0,0,350.8
AUTOPRESIDENT PARTS KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,8,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,492.0
VITKOVIĆ PROM d.o.o.,1,6,5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,476.0
Mfour Car Kft.,1,7,2,0,2,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,477.5
Auto Friedrich UG (haftungsbeschränkt),2,9,3,2,1,0,0,1,2,0,0,0,2,1,0,3,0,0,0,0,405.3333333333333
DOUNIAS NIKOLAOS ATHANASIOS,4,4,7,8,3,0,0,0,2,9,1,0,11,0,0,0,6,5,0,0,765.0
H/O BAARS AUTOMOBIELEN,2,8,5,2,1,0,0,1,0,2,0,0,3,0,0,0,1,1,0,1,991.6666666666666
FM auto s.r.o.,4,8,5,5,5,0,0,6,4,0,0,0,0,10,0,6,4,0,0,0,436.9
Bohumil Majkuth,2,9,4,1,2,0,0,1,1,1,0,0,0,3,0,1,1,1,0,0,343.6666666666667
DOBRYANSʹKYY YURIY MYKHAYLOVYCH,2,9,4,0,4,0,0,0,3,1,0,0,0,3,1,2,1,1,0,0,623.75
P & M SRL,1,9,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,726.0
Govdysh Serhii Vasilyevich,4,3,4,3,9,0,0,7,5,0,0,0,0,7,5,12,0,0,0,0,369.8333333333333
Völcker+Peters GmbH,2,10,9,0,1,2,1,0,0,2,3,2,2,0,0,0,0,0,0,4,1502.25
BOUDJEMAA BADACHE,1,7,4,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,722.0
PL-Cars s.r.o.,3,8,4,0,6,0,0,6,0,0,0,0,0,4,2,6,0,0,0,0,426.3333333333333
Autobedrijf De Kievit,1,8,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,596.0
The Carmaker,1,8,3,1,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,439.5
Motorama Hannover GmbH & Co. KG,8,1,11,1,33,11,0,15,15,15,1,4,22,16,3,6,10,5,8,16,703.2
"König Automobile Witten, Inh. Sefer Karaca",1,7,2,2,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,761.5
2L Automobiles,2,10,7,0,1,2,1,0,1,2,1,2,1,0,0,0,0,0,1,2,726.3333333333334
Autobedrijf Hansen B.V.,1,7,7,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,-1708.5
Auto Scheib VSV GbR,7,3,10,0,17,13,0,1,11,18,0,2,14,14,0,0,1,2,16,11,939.2666666666667
MINOAUTOS MULTIMARCA SL,1,10,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-295.0
STRAZZANTI AUTO S.R.L,3,9,5,4,3,0,0,2,4,0,1,0,3,3,1,4,1,1,0,1,615.4285714285714
ARNAUD DUFOUR SARL,1,10,5,0,2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1150.5
HANDELSONDERNEMING KRAAIVANGER ROY,1,10,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,700.0
"Die Hofwerkstatt, Inh. Uwe Trißler",1,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,53.0
Garage du Mont-Blanc Moulin SA,5,7,10,0,17,0,0,0,0,0,17,16,1,0,0,0,0,0,3,14,765.4705882352941
"Carstyle, Inh. Stephan Wolf",6,5,10,1,8,7,4,0,1,14,9,15,4,0,1,1,0,1,4,14,-693.35
"SALON SAMOCHODOWY ""MG CAR"" GABRIEL KONTNY",1,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1199.0
"Autohandel Meyer, Inh. Peter Meyer",2,5,4,4,0,0,0,0,3,1,0,0,4,0,0,2,2,0,0,0,514.75
"Garage Bogaert, BART BOGAERT",1,9,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,600.0
Autobedrijf Antoreti,2,7,6,0,2,1,0,0,0,2,2,2,1,0,0,0,0,0,1,2,795.6666666666666
Neutron Handels Gmbh,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,858.0
"""CARAT"" PIOTR WOŚ",1,10,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-2400.0
UNION CAR S.R.L.,4,7,8,8,2,0,0,1,1,6,2,10,0,0,0,1,1,5,3,0,738.7
Autohaus Wieseck am Gießener Ring GmbH,1,10,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1046.0
