stock_number,retail_country,rating_scale,rates,make,model,mileage_cluster,mileage,horsepower,built_year,esp,fueltype,geartype,body_type
RL45773,DE,5,5- Too high,Mercedes-Benz,E-Klasse,60-70k,63303,210,2014,26545.0,Benzin,Gear type automatic,Cabrio
RD46170,BE,2,2- Good,Opel,Grandland X,90-100k,98947,130,2017,15150.0,Benzin,Gear type manual,SUV
YY27105,IT,4,4- A little high,Volkswagen,Tiguan Allspace,90-100k,96922,150,2017,24799.0,Diesel,Gear type automatic,SUV
ZK50275,DE,5,5- Too high,Renault,Twingo,50-60k,57723,90,2018,13249.0,Benzin,Gear type automatic,Limousine
KY87647,DE,3,3- Appropriate,Volkswagen,Polo,30-40k,39707,90,2015,13920.0,Benzin,Gear type automatic,Limousine
DS40321,AT,2,2- Good,Peugeot,108,60-70k,64070,70,2015,7869.0,Benzin,Gear type manual,Limousine
YW24425,DE,4,4- A little high,Volkswagen,Tiguan Allspace,70-80k,78695,190,2019,36001.0,Diesel,Gear type automatic,SUV
UM89198,DE,5,5- Too high,Peugeot,3008,90-100k,95906,130,2016,17200.0,Benzin,Gear type manual,SUV
PY90850,IT,4,4- A little high,Dacia,Sandero II,70-80k,74623,90,2013,9499.0,Diesel,Gear type manual,Limousine
JH72147,BE,4,4- A little high,Toyota,Yaris Cross,0-10k,6339,116,2022,27999.0,Hybrid,Gear type automatic,SUV
WY49765,DE,2,2- Good,Volkswagen,Tiguan Allspace,70-80k,70249,190,2018,34990.0,Diesel,Gear type automatic,SUV
YH08835,DE,3,3- Appropriate,Volkswagen,Golf VII,80-90k,85261,245,2018,25650.0,Benzin,Gear type automatic,Limousine
FH05423,PL,5,5- Too high,Ford,C-Max,100k+,110606,115,2014,8326.0,Diesel,Gear type manual,Van
ZX27795,DE,5,5- Too high,Volkswagen,T-Roc,0-10k,5840,300,2021,41411.0,Benzin,Gear type automatic,SUV
PZ14322,DE,1,1- Very Good,Suzuki,Swift,70-80k,79934,95,2015,8990.0,Benzin,Gear type manual,Limousine
WG54567,PL,4,4- A little high,Mercedes-Benz,GLA-Klasse,100k+,105903,155,2015,18637.0,Benzin,duplex,SUV
BH75828,IT,4,4- A little high,Citroen,C3 Aircross,0-10k,8006,120,2022,24899.0,Diesel,Gear type automatic,SUV
ZZ81455,DE,4,4- A little high,Volkswagen,Sharan,100k+,114533,220,2015,24100.0,Benzin,Gear type automatic,Van
LE45325,IT,4,4- A little high,Volkswagen,up!,20-30k,26163,75,2018,11699.0,Benzin,Gear type manual,Limousine
DX07481,DE,5,5- Too high,Ford,C-Max,80-90k,81183,150,2014,12190.0,Benzin,Gear type manual,Van
ES09817,PL,4,4- A little high,Kia,cee'd,100k+,130532,205,2015,13678.0,Benzin,Gear type manual,Limousine
HD33220,DE,5,5- Too high,Skoda,Octavia,100k+,118521,185,2015,17590.0,Diesel,Gear type automatic,Kombi
BF74353,DE,2,2- Good,BMW,X3,100k+,102116,190,2014,23990.0,Diesel,Gear type automatic,SUV
MX96779,DE,4,4- A little high,Jeep,Renegade,30-40k,38355,120,2019,19890.0,Benzin,Gear type manual,SUV
AH88830,IT,4,4- A little high,Citroen,C3 Aircross,20-30k,26736,110,2021,20899.0,Diesel,Gear type manual,SUV
WE36805,DE,4,4- A little high,Skoda,Fabia,50-60k,50067,75,2018,11990.0,Benzin,Gear type manual,Kombi
JH77587,AT,4,4- A little high,Skoda,Kamiq,20-30k,27600,116,2019,20590.0,Benzin,Gear type manual,SUV
GJ30928,DE,3,3- Appropriate,Kia,Stonic,30-40k,33901,85,2018,14990.0,Benzin,Gear type manual,SUV
RB45105,DE,2,2- Good,Volkswagen,Touran,50-60k,56268,190,2017,26990.0,Diesel,Gear type automatic,Van
UC25447,IT,1,1- Very Good,BMW,1er,100k+,120370,115,2017,14899.0,Diesel,Gear type manual,Limousine
DW58729,DE,4,4- A little high,Volkswagen,Polo,70-80k,75300,90,2016,13200.0,Benzin,Gear type automatic,Limousine
VS18603,IT,4,4- A little high,Fiat,500X,10-20k,10691,120,2017,17999.0,Diesel,Gear type manual,SUV
RD75226,DE,4,4- A little high,Ford,Focus,70-80k,71398,125,2018,14906.0,Benzin,Gear type manual,Limousine
TN17903,DE,5,5- Too high,Kia,Sportage,70-80k,71844,135,2015,17090.0,Diesel,Gear type automatic,SUV
GH27099,PL,2,2- Good,Hyundai,ix35,100k+,148944,135,2012,9969.0,Diesel,Gear type manual,SUV
XA29601,DE,4,4- A little high,Volkswagen,Tiguan,50-60k,55060,150,2020,30690.0,Benzin,Gear type automatic,SUV
JC90825,DE,4,4- A little high,Audi,Q2,30-40k,33406,150,2017,25990.0,Benzin,Gear type automatic,SUV
VY16191,DE,4,4- A little high,Volkswagen,T-Cross,30-40k,31378,116,2019,20004.0,Benzin,Gear type manual,SUV
XE49693,DE,4,4- A little high,Audi,Q3,90-100k,99947,170,2014,17890.0,Benzin,Gear type automatic,SUV
PJ74303,PL,4,4- A little high,BMW,3er,100k+,133573,150,2018,21512.0,Diesel,Gear type automatic,Limousine
SC42582,IT,5,5- Too high,Fiat,Panda,20-30k,20048,85,2019,18199.0,Benzin,Gear type manual,Limousine
TA60727,BE,4,4- A little high,BMW,3er,80-90k,82520,150,2018,23390.0,Diesel,Gear type automatic,Limousine
PH23929,DE,4,4- A little high,Fiat,500,30-40k,31799,69,2019,15307.0,Benzin,Gear type manual,Limousine
BD10976,DE,3,3- Appropriate,Volkswagen,Passat,0-10k,3574,150,2019,27990.0,Benzin,Gear type automatic,Kombi
JN68785,IT,4,4- A little high,Volkswagen,up!,80-90k,83584,75,2014,9199.0,Benzin,Gear type manual,Limousine
RT93584,DE,3,3- Appropriate,BMW,1er,30-40k,31848,135,2018,17850.0,Benzin,Gear type manual,Limousine
UF00170,DE,5,5- Too high,Volkswagen,Arteon,60-70k,60838,190,2018,32490.0,Diesel,Gear type automatic,Limousine
TE90435,BE,4,4- A little high,Kia,Picanto,60-70k,61893,85,2018,12699.0,Benzin,Gear type manual,Limousine
UM89198,DE,3,3- Appropriate,Peugeot,3008,90-100k,95906,130,2016,17200.0,Benzin,Gear type manual,SUV
HH35836,IT,2,2- Good,Audi,A4,70-80k,76636,150,2016,20199.0,Diesel,Gear type manual,Kombi
SD55996,DE,4,4- A little high,Peugeot,2008,80-90k,80316,120,2015,11525.0,Diesel,Gear type manual,SUV
DL27263,IT,4,4- A little high,Fiat,Panda,50-60k,56397,70,2018,10799.0,Benzin,Gear type manual,Limousine
VE28405,IT,4,4- A little high,Toyota,Yaris Cross,0-10k,823,116,2023,29699.0,Hybrid,Gear type automatic,SUV
NK43924,PL,4,4- A little high,Toyota,RAV 4,30-40k,35735,150,2014,19258.0,Benzin,Gear type automatic,SUV
YW76184,DE,2,2- Good,Seat,Arona,40-50k,46183,115,2019,21590.0,Benzin,Gear type automatic,SUV
SW36604,IT,4,4- A little high,Jeep,Compass,40-50k,49239,120,2018,20499.0,Diesel,Gear type manual,SUV
XE75953,IT,5,5- Too high,Mercedes-Benz,A-Klasse,0-10k,1224,116,2022,36499.0,Diesel,Gear type automatic,Limousine
ZA70288,DE,4,4- A little high,Volkswagen,Polo,70-80k,78864,90,2016,12490.0,Benzin,Gear type manual,Limousine
UD52077,BE,4,4- A little high,Volkswagen,Polo,100k+,107395,75,2015,9650.0,Benzin,Gear type manual,Limousine
CN66978,BE,4,4- A little high,Renault,Arkana,60-70k,65834,143,2021,26350.0,Hybrid,Gear type automatic,SUV
RA57040,IT,1,1- Very Good,Mazda,CX-3,60-70k,66455,105,2018,16999.0,Diesel,Gear type manual,SUV
SN87912,DE,4,4- A little high,Mitsubishi,Space Star,20-30k,22590,71,2020,12660.0,Benzin,Gear type manual,Limousine
LN36678,DE,5,5- Too high,Mercedes-Benz,C-Klasse,100k+,116660,155,2014,19090.0,Benzin,Gear type automatic,Kombi
CV89094,DE,2,2- Good,Ford,Kuga,50-60k,53172,182,2017,22499.0,Benzin,Gear type automatic,SUV
PT87210,AT,2,2- Good,BMW,1er,100k+,127084,190,2015,17990.0,Diesel,Gear type automatic,Limousine
HZ69738,IT,2,2- Good,MINI,Countryman,100k+,127494,110,2014,11799.0,Diesel,Gear type automatic,SUV
ZZ11153,DE,4,4- A little high,Hyundai,Kona,20-30k,23598,120,2018,18940.0,Benzin,Gear type manual,SUV
TV68405,PL,3,3- Appropriate,Hyundai,ix35,100k+,166613,115,2014,11393.0,Diesel,Gear type manual,SUV
VK60489,BE,5,5- Too high,BMW,2er,60-70k,63702,140,2020,31759.0,Benzin,Gear type automatic,Limousine
YW69968,PL,3,3- Appropriate,Audi,A4,100k+,120111,150,2018,18269.0,Diesel,Gear type manual,Kombi
FP40473,DE,4,4- A little high,Ford,EcoSport,20-30k,23419,125,2017,15390.0,Benzin,Gear type manual,SUV
YH57744,DE,5,5- Too high,Seat,Leon,10-20k,15746,150,2022,28990.0,Diesel,Gear type automatic,Kombi
AZ57369,DE,1,1- Very Good,Mitsubishi,Outlander,100k+,103135,150,2014,16068.0,Diesel,Gear type automatic,SUV
FK53378,DE,4,4- A little high,Seat,Ibiza,0-10k,6589,110,2022,22490.0,Benzin,Gear type automatic,Limousine
JT13394,DE,5,5- Too high,Volkswagen,Golf VII,80-90k,83318,115,2018,17990.0,Diesel,Gear type automatic,Kombi
SV81912,DE,5,5- Too high,BMW,3er,60-70k,65020,185,2016,24990.0,Benzin,Gear type automatic,Kombi
TC79858,BE,1,1- Very Good,Volkswagen,Golf VII,60-70k,64481,116,2019,16859.0,Benzin,Gear type manual,Limousine
PU33665,IT,4,4- A little high,Mercedes-Benz,GLA-Klasse,40-50k,49950,135,2018,28999.0,Diesel,Gear type automatic,SUV
UV40093,IT,1,1- Very Good,Mercedes-Benz,CLA-Klasse,100k+,100768,135,2014,17399.0,Diesel,Gear type automatic,Limousine
KL60859,DE,4,4- A little high,Alfa Romeo,Stelvio,50-60k,51619,150,2018,27047.0,Diesel,Gear type automatic,SUV
EL85549,IT,4,4- A little high,Alfa Romeo,Stelvio,30-40k,36345,160,2019,25499.0,Diesel,Gear type automatic,SUV
XN96488,DE,4,4- A little high,Mercedes-Benz,E-Klasse,100k+,102428,185,2016,22490.0,Benzin,Gear type automatic,Kombi
NV49651,DE,5,5- Too high,Volvo,XC 60,100k+,110906,190,2016,23250.0,Diesel,Gear type automatic,SUV
FS92967,DE,5,5- Too high,Mercedes-Benz,A-Klasse,30-40k,39475,185,2017,24802.0,Benzin,Gear type automatic,Limousine
RY41179,DE,4,4- A little high,Opel,Insignia,80-90k,88742,165,2018,19690.0,Benzin,Gear type automatic,Limousine
EY87133,DE,4,4- A little high,Mazda,2,40-50k,43740,75,2016,12290.0,Benzin,Gear type manual,Limousine
SM39120,DE,2,2- Good,Skoda,Fabia,60-70k,67332,110,2018,14150.0,Benzin,Gear type manual,Kombi
LX92353,DE,3,3- Appropriate,Dacia,Sandero III,10-20k,18009,91,2020,14933.0,Benzin,Gear type manual,Limousine
JM37446,DE,3,3- Appropriate,Skoda,Fabia,30-40k,34374,75,2018,13400.0,Benzin,Gear type manual,Kombi
VP75022,AT,1,1- Very Good,BMW,1er,90-100k,98242,135,2018,20990.0,Benzin,Gear type automatic,Limousine
ZY86185,PL,1,1- Very Good,Volkswagen,Tiguan,100k+,154339,150,2016,19599.0,Diesel,duplex,SUV
MU08611,PL,4,4- A little high,Citroen,Berlingo,100k+,102975,110,2019,17873.0,Benzin,Gear type manual,Van
WN42535,IT,4,4- A little high,Citroen,C1,10-20k,12192,72,2021,12199.0,Benzin,Gear type manual,Kombi
JG55521,DE,4,4- A little high,Fiat,500L,40-50k,47466,120,2014,11388.0,Benzin,Gear type manual,Van
WK12280,DE,2,2- Good,Audi,A4,100k+,114197,190,2018,22695.0,Diesel,Gear type automatic,Limousine
AM70311,DE,1,1- Very Good,Volkswagen,Golf VII,30-40k,31119,185,2019,27450.0,Diesel,Gear type automatic,Limousine
SK55805,DE,2,2- Good,MINI,MINI,60-70k,61350,135,2016,17324.0,Benzin,Gear type automatic,Limousine
BF40586,DE,5,5- Too high,Volkswagen,Touran,100k+,103792,110,2016,15890.0,Benzin,Gear type manual,Van
ZN75036,DE,5,5- Too high,Ford,Kuga,20-30k,24014,224,2021,35790.0,Hybrid,Gear type automatic,SUV
BD75480,IT,1,1- Very Good,Citroen,C3,10-20k,10684,110,2021,18699.0,Benzin,Gear type automatic,Limousine
WS44704,AT,4,4- A little high,Ford,Focus,80-90k,84403,125,2019,18490.0,Benzin,Gear type automatic,Kombi
XF40456,DE,5,5- Too high,Hyundai,Kona,40-50k,48905,177,2018,21790.0,Benzin,Gear type automatic,SUV
DA47252,DE,5,5- Too high,Jeep,Renegade,80-90k,88781,110,2016,15078.0,Benzin,Gear type manual,SUV
UC23171,PL,3,3- Appropriate,Volvo,V 40,100k+,156024,150,2016,13402.0,Diesel,Gear type automatic,Limousine
HS65948,IT,3,3- Appropriate,Fiat,Panda,20-30k,22601,70,2018,13799.0,Benzin,Gear type manual,Limousine
XB24397,DE,5,5- Too high,Audi,A3,60-70k,60418,150,2018,27490.0,Hybrid,Gear type automatic,Limousine
VZ94848,IT,4,4- A little high,Jeep,Compass,100k+,110367,140,2018,20299.0,Diesel,Gear type automatic,SUV
EN52272,DE,1,1- Very Good,Opel,Zafira Tourer,100k+,117495,170,2017,17297.0,Diesel,Gear type automatic,Van
EK26053,DE,2,2- Good,Ford,Kuga,20-30k,24072,182,2017,24490.0,Benzin,Gear type automatic,SUV
EV93492,DE,4,4- A little high,Skoda,Fabia,70-80k,78023,110,2017,13990.0,Benzin,Gear type manual,Kombi
KW24611,AT,2,2- Good,Peugeot,208,60-70k,66692,131,2019,20590.0,Benzin,Gear type automatic,Limousine
UM68190,IT,4,4- A little high,Renault,Espace,100k+,109383,160,2016,18899.0,Diesel,duplex,Van
GX00664,IT,4,4- A little high,Renault,Clio,40-50k,43388,90,2014,10999.0,Diesel,Gear type manual,Kombi
DD02970,IT,5,5- Too high,Peugeot,308,10-20k,19338,110,2011,9799.0,Diesel,Semi-automatic,Limousine
NP55395,IT,4,4- A little high,Mercedes-Benz,A-Klasse,100k+,135613,110,2015,14499.0,Diesel,Gear type manual,Limousine
XU84762,PL,3,3- Appropriate,Honda,HR-V,50-60k,57957,130,2018,18301.0,Benzin,Gear type manual,SUV
FG33484,DE,2,2- Good,Volkswagen,Passat,80-90k,84835,150,2015,18190.0,Benzin,Gear type manual,Kombi
YD16863,BE,4,4- A little high,Peugeot,2008,100k+,106481,82,2014,8950.0,Benzin,Gear type manual,SUV
VK60489,BE,2,2- Good,BMW,2er,60-70k,63702,140,2020,31759.0,Benzin,Gear type automatic,Limousine
TK77899,DE,4,4- A little high,Citroen,C4 Picasso,50-60k,58539,120,2017,18690.0,Diesel,Gear type automatic,Van
CB28459,IT,5,5- Too high,Volkswagen,Polo,100k+,117233,90,2017,12699.0,Diesel,duplex,Limousine
JX74597,BE,3,3- Appropriate,Mercedes-Benz,C-Klasse,100k+,106981,155,2019,24599.0,Benzin,Gear type automatic,Limousine
RD37201,AT,4,4- A little high,Seat,Leon,70-80k,73804,180,2016,18390.0,Benzin,duplex,Limousine
JU48871,IT,3,3- Appropriate,Chevrolet,Aveo,20-30k,21442,70,2012,7599.0,Benzin,Gear type manual,Limousine
CP63751,DE,3,3- Appropriate,BMW,1er,60-70k,68229,135,2015,18690.0,Benzin,Gear type automatic,Limousine
KZ42461,DE,5,5- Too high,Volkswagen,Polo,50-60k,52214,90,2016,14690.0,Benzin,Gear type automatic,Limousine
CV04906,PL,4,4- A little high,Jeep,Compass,100k+,105943,140,2018,17321.0,Benzin,Gear type manual,SUV
LS04274,PL,3,3- Appropriate,Nissan,Qashqai,100k+,161056,130,2015,14085.0,Diesel,Gear type manual,SUV
YH57744,DE,4,4- A little high,Seat,Leon,10-20k,15746,150,2022,28990.0,Diesel,Gear type automatic,Kombi
KY24774,PL,4,4- A little high,Hyundai,Tucson,100k+,136063,152,2019,20527.0,Diesel,duplex,SUV
NL83656,DE,4,4- A little high,Peugeot,508,50-60k,58704,224,2019,27490.0,Benzin,Gear type automatic,Kombi
HN03498,DE,2,2- Good,Hyundai,Kona,10-20k,14230,120,2021,19990.0,Benzin,Gear type automatic,SUV
EX85860,DE,5,5- Too high,Ford,Kuga,30-40k,38570,180,2016,22990.0,Diesel,Gear type automatic,SUV
JX15231,DE,5,5- Too high,Mercedes-Benz,GLA-Klasse,70-80k,76894,122,2017,23808.0,Benzin,Gear type automatic,SUV
UR72550,IT,4,4- A little high,Renault,Kadjar,100k+,114446,110,2017,15099.0,Diesel,Gear type manual,SUV
CD06844,IT,1,1- Very Good,MINI,Countryman,100k+,116336,230,2017,25999.0,Benzin,Gear type automatic,SUV
ZC73851,PL,4,4- A little high,Suzuki,Vitara,100k+,154502,120,2015,13057.0,Diesel,Gear type manual,SUV
VZ71462,AT,1,1- Very Good,Audi,A1,60-70k,63938,122,2013,15090.0,Benzin,duplex,Limousine
WZ67403,AT,4,4- A little high,Dacia,Sandero II,40-50k,49935,73,2018,8890.0,Benzin,Gear type manual,Limousine
FL08622,IT,4,4- A little high,Nissan,Qashqai,10-20k,19961,158,2022,30599.0,Hybrid,Gear type automatic,SUV
AD85327,IT,3,3- Appropriate,Volkswagen,Tiguan,90-100k,95915,150,2020,26299.0,Diesel,duplex,SUV
KH34665,DE,5,5- Too high,Renault,Captur,50-60k,59341,120,2014,12834.0,Benzin,Gear type automatic,SUV
CZ46098,DE,4,4- A little high,Mercedes-Benz,GLE-Klasse,100k+,115064,258,2018,41290.0,Diesel,Gear type automatic,SUV
HS60165,DE,4,4- A little high,Mercedes-Benz,A-Klasse,70-80k,79669,225,2018,29990.0,Benzin,Gear type automatic,Limousine
TB17196,AT,2,2- Good,Volkswagen,Polo,40-50k,43269,200,2019,20890.0,Benzin,Gear type manual,Limousine
XK98556,BE,5,5- Too high,Lexus,CT-Serie,30-40k,30116,100,2018,22999.0,Hybrid,Gear type automatic,Limousine
TR49075,DE,3,3- Appropriate,BMW,X1,50-60k,57956,190,2018,28490.0,Diesel,Gear type automatic,SUV
JP44429,IT,4,4- A little high,Hyundai,Tucson,90-100k,90715,115,2016,17299.0,Diesel,Gear type manual,SUV
SS45778,PL,3,3- Appropriate,Kia,Sportage,100k+,143818,135,2016,16787.0,Diesel,Gear type manual,SUV
CJ47543,DE,5,5- Too high,Skoda,Fabia,60-70k,62204,95,2018,13908.0,Benzin,Gear type manual,Kombi
YX28143,IT,4,4- A little high,BMW,1er,90-100k,98873,115,2018,19299.0,Diesel,Gear type automatic,Limousine
XL13138,DE,4,4- A little high,BMW,5er,80-90k,84022,190,2015,20848.0,Diesel,Gear type automatic,Kombi
NR54100,DE,4,4- A little high,Nissan,Qashqai,60-70k,65186,163,2018,18990.0,Benzin,Gear type manual,SUV
LD69469,BE,4,4- A little high,Citroen,C5 Aircross,50-60k,54830,131,2020,20050.0,Benzin,Gear type manual,SUV
XK22035,IT,2,2- Good,Audi,A1,100k+,112812,90,2012,11999.0,Diesel,Gear type automatic,Limousine
GX48953,DE,1,1- Very Good,Mitsubishi,Eclipse Cross,70-80k,70651,163,2018,18590.0,Benzin,Gear type manual,SUV
VZ41007,DE,4,4- A little high,Opel,Corsa,10-20k,17157,101,2019,18490.0,Benzin,Gear type automatic,Limousine
RF64716,DE,5,5- Too high,Volkswagen,Polo,40-50k,42858,90,2015,12650.0,Benzin,Gear type manual,Limousine
YL48495,DE,4,4- A little high,Ford,Kuga,60-70k,67215,150,2018,20673.0,Benzin,Gear type manual,SUV
SA96061,IT,4,4- A little high,Hyundai,i10,20-30k,27618,67,2020,14099.0,Benzin,Gear type manual,Limousine
AL98820,PL,5,5- Too high,Lexus,NX-Serie,100k+,116777,155,2018,32514.0,Hybrid,Gear type automatic,SUV
ZW24657,DE,1,1- Very Good,Dacia,Duster II,30-40k,36865,125,2018,15890.0,Benzin,Gear type manual,SUV
TV68405,PL,3,3- Appropriate,Hyundai,ix35,100k+,166613,115,2014,11393.0,Diesel,Gear type manual,SUV
RD12951,DE,5,5- Too high,Peugeot,2008,60-70k,68893,92,2014,12684.0,Diesel,Gear type automatic,SUV
TY85515,IT,4,4- A little high,Mercedes-Benz,A-Klasse,100k+,106313,135,2017,19299.0,Diesel,Gear type manual,Limousine
GA60241,DE,4,4- A little high,Volkswagen,Arteon,90-100k,93612,190,2018,29090.0,Diesel,Gear type automatic,Limousine
PW27467,DE,4,4- A little high,Opel,Insignia,40-50k,46853,210,2018,24980.0,Diesel,Gear type automatic,Limousine
RM20728,AT,4,4- A little high,Peugeot,2008,20-30k,26660,92,2013,12190.0,Diesel,Gear type manual,SUV
ZV00940,AT,4,4- A little high,BMW,1er,70-80k,71629,115,2019,18790.0,Diesel,Gear type manual,Limousine
TF18751,IT,2,2- Good,Alfa Romeo,Giulietta,70-80k,79656,150,2015,12799.0,Diesel,Gear type manual,Limousine
EL85549,IT,4,4- A little high,Alfa Romeo,Stelvio,30-40k,36345,160,2019,25499.0,Diesel,Gear type automatic,SUV
EB54925,IT,4,4- A little high,Volvo,S 60,70-80k,71220,120,2017,15999.0,Diesel,Gear type automatic,Limousine
CJ26592,PL,5,5- Too high,Hyundai,i30,100k+,165922,100,2012,7397.0,Benzin,Gear type manual,Limousine
UG87361,DE,4,4- A little high,Land Rover,Discovery Sport,100k+,114509,150,2015,19990.0,Diesel,Gear type automatic,SUV
PJ74303,PL,4,4- A little high,BMW,3er,100k+,133573,150,2018,21512.0,Diesel,Gear type automatic,Limousine
TX33598,DE,3,3- Appropriate,Mercedes-Benz,GLB-Klasse,60-70k,60627,150,2020,38290.0,Diesel,Gear type automatic,SUV
GE46424,IT,4,4- A little high,Lancia,Ypsilon,10-20k,14632,70,2022,14399.0,Hybrid,Gear type manual,Limousine
NR77276,BE,5,5- Too high,Renault,Captur,100k+,136434,90,2017,11250.0,Benzin,Gear type manual,SUV
FK37482,DE,4,4- A little high,Toyota,Prius,40-50k,43450,122,2017,25350.0,Hybrid,Gear type automatic,Limousine
DP11545,DE,5,5- Too high,Ford,Kuga,50-60k,51416,182,2017,19990.0,Benzin,Gear type automatic,SUV
BM51097,IT,4,4- A little high,BMW,3er,100k+,106630,190,2016,19899.0,Diesel,Gear type manual,Kombi
JN70752,IT,4,4- A little high,Alfa Romeo,Stelvio,100k+,101109,210,2018,27499.0,Diesel,Gear type automatic,SUV
XN83537,DE,5,5- Too high,Seat,Arona,0-10k,6671,150,2021,25990.0,Benzin,Gear type automatic,SUV
AM70311,DE,5,5- Too high,Volkswagen,Golf VII,30-40k,31119,185,2019,27450.0,Diesel,Gear type automatic,Limousine
TX53897,IT,4,4- A little high,Ford,Kuga,70-80k,71352,180,2018,23499.0,Diesel,Semi-automatic,SUV
ZH93127,PL,1,1- Very Good,Volkswagen,Golf VII Sportsvan,100k+,144589,125,2016,13378.0,Benzin,Gear type manual,Van
NF86771,IT,4,4- A little high,Volvo,XC 60,90-100k,95729,190,2019,27499.0,Diesel,Gear type automatic,SUV
RF06270,DE,4,4- A little high,Volkswagen,Touran,20-30k,26796,150,2020,36149.0,Diesel,Gear type automatic,Van
LX95790,PL,4,4- A little high,Volvo,V 40,100k+,145615,150,2016,13785.0,Diesel,Gear type automatic,Limousine
SU80599,DE,5,5- Too high,Ford,B-Max,70-80k,79360,105,2015,11290.0,Benzin,Gear type automatic,Van
RC05393,PL,2,2- Good,Renault,Captur,100k+,116023,120,2015,11965.0,Benzin,duplex,SUV
KD06578,DE,2,2- Good,Volkswagen,Golf VII,30-40k,34455,150,2019,22990.0,Benzin,Gear type automatic,Limousine
ZW92026,DE,4,4- A little high,Mercedes-Benz,GLC-Klasse,80-90k,86547,170,2017,31290.0,Diesel,Gear type automatic,SUV
ZF66726,PL,4,4- A little high,Nissan,Qashqai,100k+,113959,115,2016,14594.0,Benzin,Gear type manual,SUV
BB70340,IT,5,5- Too high,Alfa Romeo,Giulietta,70-80k,72944,150,2013,10699.0,Diesel,Gear type manual,Limousine
ZD18206,AT,5,5- Too high,BMW,2er,50-60k,59245,190,2018,25990.0,Diesel,Gear type automatic,Coupe
VW89014,IT,4,4- A little high,Peugeot,508,100k+,142047,180,2015,12699.0,Diesel,Gear type automatic,Kombi
NT08274,DE,3,3- Appropriate,Seat,Ateca,20-30k,24698,150,2019,27999.0,Benzin,Gear type automatic,SUV
VM84667,PL,4,4- A little high,Volvo,V 60,100k+,167162,120,2015,10784.0,Diesel,Gear type manual,Kombi
AK60700,DE,3,3- Appropriate,Renault,Captur,80-90k,87939,90,2016,11320.0,Benzin,Gear type manual,SUV
LK87777,PL,3,3- Appropriate,Kia,Sportage,60-70k,61265,132,2016,15667.0,Benzin,Gear type manual,SUV
TV68405,PL,4,4- A little high,Hyundai,ix35,100k+,166613,115,2014,11393.0,Diesel,Gear type manual,SUV
DB79471,BE,2,2- Good,Volkswagen,Caddy,80-90k,87326,102,2014,15350.0,Diesel,Gear type automatic,Kombi
FZ43642,PL,4,4- A little high,Hyundai,Tucson,30-40k,35488,132,2017,17637.0,Benzin,Gear type manual,SUV
US54909,DE,3,3- Appropriate,Mazda,6,70-80k,79741,175,2017,21090.0,Diesel,Gear type automatic,Kombi
MV96556,DE,4,4- A little high,Toyota,Prius,60-70k,62414,100,2014,15817.0,Hybrid,Gear type automatic,Limousine
