company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
QUIQ SPEDITION S.R.L.,1,Small_buyer,1,9,2,75,2008,173577,1127,0,0,1,0,1,0,223
SC SARAH AUTO PREMIUM SRL,3,Small_buyer,2,8,5,165,2010,254549,7203,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,719.3333333
JAVIER MINAYA TOLEDO,2,Small_buyer,1,8,3,181,2009,171433,4815,0,0.5,0.5,1,0,0,510
Essepi Societa' A Responsabilita' Limitata Semplificata,1,Small_buyer,1,10,3,120,2015,177425,8121,0,0,1,1,0,0,371
"Amazing Cars, Inh. Said Hashimi",16,Medium_buyer,5,4,10,237,2013,136120,16710,0.375,0.5,0.125,0.8125,0.1875,0,698.125
"Stern Automobile Mannheim, Inh. Hakanay Yildiz",10,Small_buyer,4,4,8,130,2009,56699,7528,0.4,0.5,0.1,0.2,0.7,0.1,829.1
MGM AUTOMOBILES - MIGOTTI MARLYSE,1,Small_buyer,1,10,6,272,2019,38887,35300,1,0,0,0,1,0,1028
Tomáš Ilgner,7,Small_buyer,3,6,4,114,2008,232437,2517,0,0,1,0.428571429,0.571428571,0,543.8571429
"A&G car repair, Giovanni Gravano",1,Small_buyer,1,8,1,75,2002,123458,603,0,0,1,0,1,0,251
"Auto & Technik Goldmann, Inh. Stephan Goldmann",130,Top_buyer,9,1,12,214,2019,22055,36242,0.392307692,0.376923077,0.230769231,0.469230769,0.5,0.030769231,1115.215385
Lukáš Korbel,1,Small_buyer,1,9,2,135,2007,159620,2500,1,0,0,1,0,0,256
OÜ Mbcar,1,Small_buyer,1,6,2,185,2003,224315,3015,0,1,0,1,0,0,224
CarTrading OÜ,1,Small_buyer,1,10,2,170,2000,268086,2472,0,0,1,0,1,0,250
"Adna Automobile, Inh. Adnan Fehratovic",2,Small_buyer,1,4,2,132,2003,218743,1175,0,0,1,0,1,0,300.5
INVENCIO-KLIMA 2004 KERESKEDELMI ÉS SZOLGÁLTATÓ KFT.,13,Small_buyer,4,2,5,96,2007,130713,2263,0,0.076923077,0.923076923,0,1,0,521.4615385
"Meckling Motors, Inh. Alexander Meckling",4,Small_buyer,2,6,3,105,2004,110935,1834,0,0.25,0.75,0.25,0.75,0,400.25
LK MOTOSPORT s.r.o.,7,Small_buyer,3,8,4,120,2004,206109,1915,0,0.142857143,0.857142857,0.428571429,0.571428571,0,367.2857143
DRIVE THE DREAM B.V.,2,Small_buyer,1,8,5,234,2012,121315,17388,0,1,0,0.5,0.5,0,903
Auto-Service Jöst GmbH,1,Small_buyer,1,7,4,87,2017,17128,10900,0,0,1,0,1,0,428
MG Consulting Michał Grabiszewski,1,Small_buyer,1,10,2,180,1987,124255,1589,0,0,1,0,1,0,180
Rc auto,1,Small_buyer,1,7,2,115,2006,223319,1125,0,0,1,0,1,0,594
MATZNER AUTOMOBILE SRL,3,Small_buyer,2,4,4,140,2010,227202,3820,1,0,0,1,0,0,282.6666667
A.M.Getriebetechnik GmbH,7,Small_buyer,3,1,7,126,2010,162089,8497,0,0.142857143,0.857142857,1,0,0,1036.857143
Lubomír Geryšer,1,Small_buyer,1,9,4,150,2019,193160,13900,1,0,0,1,0,0,200
LALEGIANNIS SYMEON PANANIS,1,Small_buyer,1,9,2,77,2010,109509,2420,0,0,1,0,1,0,975
ENZO CARS s. r. o.,3,Small_buyer,2,1,4,114,2008,174523,4488,0,0,1,0.666666667,0.333333333,0,866.6666667
AVTOHIŠA ŠKORJANEC D.O.O.,14,Small_buyer,4,8,10,180,2018,45667,24930,0.214285714,0.5,0.285714286,0.428571429,0.5,0.071428571,278.8571429
Autohaus Barth GmbH,5,Small_buyer,3,9,7,126,2016,45013,14275,0.4,0,0.6,0.2,0.8,0,1048.2
HENDRICKS AUTO'S VOF,3,Small_buyer,2,4,5,122,2015,169730,8500,0.333333333,0,0.666666667,0.333333333,0.666666667,0,452.3333333
MW CONSULTING MICHAŁ WALCZAK,4,Small_buyer,2,10,3,139,2003,222608,1509,0,0.25,0.75,0.25,0.75,0,223
DADA CARGO s.r.o.,2,Small_buyer,1,10,3,110,2009,197372,4335,0.5,0,0.5,0.5,0.5,0,770.5
FERKEL  Ltd.,1,Small_buyer,1,10,4,325,1989,145028,14008,0,1,0,0,1,0,758
VAS TIR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,8,1,75,2002,187848,912,0,0,1,0,1,0,354
IMPEX EXPORTTORG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,8,4,180,2015,254630,15604,0,1,0,1,0,0,1685
"Auto Stern, Inh. Fatih Yildizeli",5,Small_buyer,3,8,7,188,2011,75246,10332,0.4,0.6,0,0,1,0,-981
FERNANDO SALVADOR PEREIRA UNIPESSOAL LDA,9,Small_buyer,3,8,7,164,2009,203544,6040,0,0.222222222,0.777777778,0.333333333,0.666666667,0,529.7777778
SZIRMA-CAR PLUSZ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,11,Small_buyer,4,4,7,158,2009,249482,5548,0.363636364,0.181818182,0.454545455,1,0,0,713.4545455
ASS CONCEPT SHOP SRL,10,Small_buyer,4,10,7,122,2010,220010,5608,0,0.1,0.9,0.7,0.3,0,922.5
AM & AM AUTO KFT,4,Small_buyer,2,3,2,103,2005,210012,1019,0,0,1,0,1,0,170.5
"Hypnotix, s.r.o.",1,Small_buyer,1,10,2,205,2007,211356,1584,0,1,0,1,0,0,402
LL.I.KK. GOALS D.O.O.,1,Small_buyer,1,10,4,150,2019,85362,18550,0,1,0,1,0,0,453
ADAGIO AUTO-LEASING SRL,2,Small_buyer,1,6,5,125,2015,187751,10790,0,0.5,0.5,0.5,0,0.5,693.5
AJAP AUTOMOVEIS LDA,17,Medium_buyer,5,2,9,85,2016,87700,8009,0.058823529,0.058823529,0.882352941,0.294117647,0.705882353,0,453.4705882
KOR-AUTÓ KFT,5,Small_buyer,3,10,4,90,2008,153768,2256,0,0,1,0.2,0.8,0,421.8
"C.T. AUTO, UNIPESSOAL LDA",1,Small_buyer,1,7,3,185,2013,157659,8050,0,0,1,1,0,0,369
„DAGA TRADE“ LTD,5,Small_buyer,3,5,7,254,2011,309277,11381,0,1,0,1,0,0,992.6
SARL TP2G BRILLANCE AUTO,25,Medium_buyer,6,2,9,102,2010,88333,6803,0.28,0.08,0.64,0.16,0.84,0,735.8
"Auto Galerie, Inh. Thomas Grundt",1,Small_buyer,1,9,3,122,2010,60977,6700,0,0,1,0,1,0,1105
"Autohaus SKR, Inh. Shpejtim Krasniqi",3,Small_buyer,2,10,5,130,2012,90340,9659,0,1,0,0,0.666666667,0.333333333,747.6666667
"SIA ""AUTO PLACIS""",4,Small_buyer,2,10,5,185,2010,208950,7154,0,0.75,0.25,1,0,0,690
Honest Car Service Anna Borshchevska,7,Small_buyer,3,6,4,102,2005,171455,1759,0,0.285714286,0.714285714,0,1,0,490.1428571
GROUPE MALBET - SLADA AUTOMOBILE - AUCH - PEUGEOT RENAULT AUDI VW MULTI,5,Small_buyer,3,7,9,382,2017,61062,38097,0.4,0.4,0.2,0,1,0,1532.6
MAKS-POL MARCIN POLIWKO,3,Small_buyer,2,6,2,86,2008,174604,1262,0.333333333,0,0.666666667,0,1,0,331.6666667
ANCAR EMILIA ZDUNKIEWICZ SKUP SPRZEDAŻ POJAZDÓW,1,Small_buyer,1,10,2,70,2015,228816,3750,0,0,1,0,1,0,281
NEW MOTORS EOOD,16,Medium_buyer,5,8,9,153,2010,210342,6837,0.1875,0.125,0.6875,0.5625,0.4375,0,892.9375
"AUTOLIEBE, Inh. Marko Papic",17,Medium_buyer,5,4,9,118,2015,44609,11722,0.117647059,0.058823529,0.823529412,0.058823529,0.941176471,0,944.8823529
Autohaus Wilsdruff Wolfgang Rost OHG,9,Small_buyer,3,8,10,192,2018,57563,29277,1,0,0,0.555555556,0.333333333,0.111111111,1349.111111
Auto Krüger GmbH,5,Small_buyer,3,5,9,187,2019,21606,43727,0.2,0.6,0.2,1,0,0,2031.8
Piotr Homka,1,Small_buyer,1,10,2,140,2004,147534,1791,0,0,1,0,1,0,424
KOT YULIYA,1,Small_buyer,1,10,1,125,2002,225740,690,0,0,1,0,1,0,267
ZEMANDIA Kft.,1,Small_buyer,1,10,4,305,2001,183356,13000,0,1,0,0,1,0,476
DIACO AUTOMOBILE,4,Small_buyer,2,6,4,91,2008,102703,3934,0,0.25,0.75,0.25,0.75,0,526.25
AUTOHAUS NORDOST Inh. Henrik Elsholz,1,Small_buyer,1,3,5,150,2018,102102,22250,1,0,0,1,0,0,1342
Jiří Pokorný,8,Small_buyer,3,10,7,152,2011,180834,6857,0.125,0,0.875,0.625,0.375,0,715.375
RIZO-AUTO Kft.,1,Small_buyer,1,10,5,300,2016,125559,21286,0,0,1,0,1,0,1727
BENETTI SRL,3,Small_buyer,2,6,5,71,2017,69311,10233,0,0,1,0,1,0,961.6666667
"S&Z Automobile, Inh. Shaban Krasniqi",2,Small_buyer,1,6,3,145,2007,182106,2859,0,0,1,1,0,0,262.5
WIKTOR CARS Wiktor Gadziński,14,Small_buyer,4,2,9,138,2011,132276,8154,0.071428571,0.071428571,0.857142857,0.5,0.5,0,703.2857143
GROUPE SAIP - FIAT SDAH VALENCIENNES,3,Small_buyer,2,8,10,463,2010,55314,133101,0.333333333,0.333333333,0.333333333,0,1,0,124.3333333
Garage Moderne SA,1,Small_buyer,1,10,4,116,2018,37011,17159,0,0,1,1,0,0,1668
MM AUTO Łukasz Karpiński,7,Small_buyer,3,8,4,113,2006,157861,2447,0,0.142857143,0.857142857,0,1,0,350.7142857
D.M.I. LOGISTIC TRADER SRL,1,Small_buyer,1,8,5,255,2015,126812,23740,0,1,0,1,0,0,740
SAS AUTO-WISE.FR,53,Top_buyer,8,1,11,180,2013,62705,14563,0.169811321,0.132075472,0.698113208,0.056603774,0.943396226,0,1013.226415
"""AUTO MAX"" G. GAJEWSKI GRZEGORZ GAJEWSKI",1,Small_buyer,1,10,2,150,1994,237492,1400,0,0,1,0,1,0,364
BESARDO KAPTELLI,3,Small_buyer,2,8,4,154,2008,321154,3342,0,0.666666667,0.333333333,1,0,0,438
MBK Błażej Kurdyś,15,Medium_buyer,5,8,5,106,2006,172342,1602,0.133333333,0.2,0.666666667,0.2,0.8,0,299.1333333
Oliver Lüsser,1,Small_buyer,1,4,2,140,2008,231779,3185,1,0,0,1,0,0,571
A.I.H. Autohaus Im Hunsrück Gmbh & Co. Kg,9,Small_buyer,3,6,9,143,2017,45864,16075,0,0.444444444,0.555555556,0,1,0,1020.777778
AFOI TENENTE O.E.,1,Small_buyer,1,10,2,75,2017,272831,2993,0,0,1,1,0,0,554
CIPBORDA AUTOMOBILE S.R.L,2,Small_buyer,1,5,3,141,2007,361543,2851,0,0,1,1,0,0,528
Autohaus Grampp GmbH,1,Small_buyer,1,7,5,163,2020,69934,33000,0,0,1,1,0,0,961
National HB Auto,8,Small_buyer,3,2,7,203,2008,98595,6494,0.25,0.375,0.375,0,1,0,-84.375
MAX GALANT Ltd,2,Small_buyer,1,7,5,152,2016,267911,10600,0.5,0,0.5,1,0,0,774
"""AUTOVENDO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2,Small_buyer,1,10,3,155,2008,180157,3733,0,0,1,0,1,0,76
GROUPE JPV - fréjus,57,Top_buyer,8,7,12,212,2018,31858,34551,0.228070175,0.578947368,0.192982456,0.157894737,0.807017544,0.035087719,1212.017544
Újhely-Car Kft,3,Small_buyer,2,6,3,100,2009,199245,2307,0,0,1,0.333333333,0.666666667,0,514
NAGY TAMÁS RÓBERT E.V.,3,Small_buyer,2,3,2,79,2007,153798,1537,0,0,1,0,1,0,302.3333333
AUTO POEDER MERAN/O GMBH/SRL,76,Top_buyer,9,3,11,108,2015,61365,11525,0.184210526,0.013157895,0.802631579,0.368421053,0.631578947,0,912.5657895
LA GROTTA MARGHERITA,1,Small_buyer,1,8,3,135,2008,140443,6835,0,0,1,1,0,0,967
AUTOMOBILI DRAČAR d.o.o.,16,Medium_buyer,5,4,5,72,2010,187005,1694,0.0625,0,0.9375,0.125,0.875,0,398.8125
PRO4DRIVE UNIPESSOAL LDA,3,Small_buyer,2,10,4,106,2009,176055,3626,0,0,1,0.333333333,0.666666667,0,452.6666667
SOCIETE D'ECHALLENS,1,Small_buyer,1,10,5,181,2019,26459,26800,0,1,0,0,1,0,781
Autohaus Bühler GmbH,1,Small_buyer,1,3,5,131,2020,40804,23311,0,0,1,1,0,0,1370
Egü motors Bt.,2,Small_buyer,1,10,5,98,2014,85920,13975,0,1,0,0,0,1,1431.5
GROUPE MJ2P - JLR INVESTISSEMENTS -  LESPARRE MEDOC - PEUGEOT RENAULT DACIA CITROEN VW AUDI MULTI,3,Small_buyer,2,8,6,103,2019,45875,12147,0,0,1,0,1,0,469.3333333
"IX-CLASSICS, Inh. Stefan Nießner",1,Small_buyer,1,9,2,135,1997,105104,2209,0,1,0,0,1,0,486
VG MOBIL d.o.o.,9,Small_buyer,3,4,9,100,2018,64359,13030,0.111111111,0.444444444,0.444444444,0.444444444,0.222222222,0.333333333,802.8888889
Auto J+R spol. s r.o.,2,Small_buyer,1,8,3,101,2005,263748,4017,0,0,1,1,0,0,482
"Dejonghe, François",1,Small_buyer,1,10,4,150,2017,81188,16562,0,0,1,1,0,0,431
Easy buy cars,4,Small_buyer,2,6,8,312,2012,117180,19874,0.25,0.5,0.25,0,1,0,1388.25
ZACONS EOOD,1,Small_buyer,1,8,5,258,2015,180830,34799,0,1,0,1,0,0,-2578
"Andy's Autos, Inh. Ladislau Andreas Bozoki",2,Small_buyer,1,8,2,95,2003,174380,1933,0.5,0.5,0,0.5,0.5,0,439
Edvinas Lodziata I.V.,18,Medium_buyer,5,7,8,212,2008,309511,4928,0.055555556,0.833333333,0.111111111,1,0,0,526.4444444
SUCESSO SOBRE RODAS - COMERCIO DE AUTOMOVEIS LDA,1,Small_buyer,1,10,4,150,2014,174238,10667,0,0,1,1,0,0,802
BARDIS IOANNIS DIMITRIOS,3,Small_buyer,2,10,5,113,2014,125522,8544,0,0.333333333,0.666666667,0.333333333,0.666666667,0,516.6666667
AUTOS A LA CARTA SL,7,Small_buyer,3,4,9,202,2014,150955,20433,0.285714286,0.142857143,0.571428571,0.714285714,0.285714286,0,709.4285714
TAC 1.Freiberger Selbsthilfewerkstatt GmbH,14,Small_buyer,4,1,9,138,2015,78607,13182,0.285714286,0,0.714285714,0.357142857,0.642857143,0,349.4285714
"FHU ""AUTO-HANDEL"" GRZEGORZ KOLASA",1,Small_buyer,1,8,3,190,2019,28500,8500,0,1,0,1,0,0,-165
Inchcape Motors Latvia,4,Small_buyer,2,9,9,187,2019,53544,33833,0,1,0,0.5,0.5,0,10.75
"Clean Cars, Inh. Marco Neumann",3,Small_buyer,2,8,4,168,2001,134072,4269,0,0,1,0,1,0,-989
MGA EXCLUSIVE TEAM S.R.L.,2,Small_buyer,1,4,4,100,2010,197416,5298,0,0,1,1,0,0,525.5
PALUMBO FRANCO AUTOMOTIVE DI PALUMBO DANIELE LUIGI,1,Small_buyer,1,7,4,115,2018,77179,13893,0,0,1,1,0,0,502
TEB-CAR s. r. o.,4,Small_buyer,2,1,8,119,2018,64499,21294,0.5,0.5,0,0,0,1,1207.75
Top Autópark Kft.,8,Small_buyer,3,9,7,129,2013,117723,8891,0,0.25,0.75,0.375,0.375,0.25,639.125
"acciona, Inh. Mohamed Ahmed",2,Small_buyer,1,4,2,100,2007,250123,2119,0.5,0,0.5,0.5,0.5,0,360.5
"Doruk Automobile, Inh. Yasar Doruk",1,Small_buyer,1,10,4,122,2015,113378,13587,1,0,0,0,1,0,0
P&O Autocenter GbR,2,Small_buyer,1,9,5,192,2011,138920,10840,0,1,0,0,1,0,1007.5
"Autowelt Ludwigsburg, Inh. Rebekka Altug",23,Medium_buyer,6,7,10,199,2013,108373,12767,0.304347826,0.652173913,0.043478261,0.347826087,0.652173913,0,16
"Brand Auto Serwis Żuchliński Patryk, Patryk Żuchliński",1,Small_buyer,1,7,2,133,1992,143849,1153,0,1,0,0,1,0,411
"Autohaus Eggert, Inh. Kevin Eugen Buck",2,Small_buyer,1,8,5,116,2019,20855,13625,0,0,1,0,1,0,443.5
GROUPE MALBET- MALBET 4X4 - AGEN - LAND ROVER JAGUAR,1,Small_buyer,1,9,5,325,2015,117916,29634,0,1,0,1,0,0,2540
JCD Bogdan Zmysłowski,3,Small_buyer,2,7,4,92,2009,201760,5727,0,1,0,0,0,1,942.3333333
F. 67 s.r.o.,3,Small_buyer,2,7,5,117,2012,198079,8809,0,0,1,0.666666667,0.333333333,0,1095
Clear Cars,1,Small_buyer,1,10,4,150,2015,82730,18225,1,0,0,0,1,0,1125
Güner Automobile GmbH,3,Small_buyer,2,9,5,106,2011,92754,7194,0.333333333,0,0.666666667,0.333333333,0.666666667,0,518
MECABOX chécy,1,Small_buyer,1,10,3,405,2009,231538,8145,0,1,0,0,1,0,268
"Karosserie-Dienstleistung, Inh. Erik Aurin",2,Small_buyer,1,10,2,100,2001,53698,866,0,0,1,0,1,0,229
Autohaus Deventer GmbH,1,Small_buyer,1,9,2,90,2007,156104,1624,0,0,1,0,1,0,294
MINTO S.N.C. DI MINTO MASSIMO & C.,1,Small_buyer,1,9,4,252,2000,148543,12900,0,0,1,0,1,0,386
C3 GLOBAL SOLUTIONS S.R.L.,1,Small_buyer,1,10,3,70,2014,60733,6036,0,0,1,0,1,0,328
L&Z Automobile AG Henstedt-Ulzburg,1,Small_buyer,1,10,4,91,2021,13395,13486,0,0,1,0,1,0,2332
"Autoecke-Kostheim, Inh. Serkan Tekten",3,Small_buyer,2,8,2,90,2004,139658,1307,0,0.333333333,0.666666667,0,1,0,459
"Derin Automobile, Inh. Deniz Aktas",2,Small_buyer,1,8,4,160,2011,75861,9255,0,0.5,0.5,0.5,0.5,0,387
PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE IRENEUSZ STRASZEWSKI,5,Small_buyer,3,5,5,122,2012,174101,4852,0,0,1,0.2,0.8,0,634.4
"SERGIO VALENTIM CAR - COMÉRCIO DE VEÍCULOS AUTOMÓVEIS, LDA",4,Small_buyer,2,7,6,107,2014,119412,9314,0,0,1,0.25,0.75,0,736.25
"Bleeck-Automobile, Inh. Roman Bleeck",1,Small_buyer,1,10,1,75,2000,175370,548,0,0,1,0,1,0,241
KBZ GREENWAYS SRL,1,Small_buyer,1,10,2,150,2011,210667,4898,0,1,0,1,0,0,753
CarVillage B.V.,7,Small_buyer,3,10,9,170,2018,48403,25416,0.285714286,0.571428571,0.142857143,0,0.428571429,0.571428571,1697.428571
FID AUTO,12,Small_buyer,4,5,8,100,2011,64320,7820,0.416666667,0,0.583333333,0,1,0,1022.583333
SILVIA DE JESUS LOURENÇO,3,Small_buyer,2,1,4,82,2013,142690,4837,0,0,1,0.333333333,0.666666667,0,786.6666667
Kholod Maksym,1,Small_buyer,1,1,3,105,2013,197162,5626,0,0,1,1,0,0,147
Autobedrijf Rowin Bolt,13,Small_buyer,4,6,6,83,2010,118943,3096,0,0.076923077,0.923076923,0,1,0,615.3846154
Kamil Helowicz Firma Handlowo - Usługowa,50,Top_buyer,8,3,7,101,2007,238640,1230,0.04,0.06,0.9,0.38,0.62,0,368.18
Radim Hanačík s.r.o.,3,Small_buyer,2,6,3,104,2009,159732,2464,0,0,1,0,1,0,151.6666667
WIŚNIEWSKICARS PAULINA WIŚNIEWSKA,3,Small_buyer,2,3,3,105,2007,184903,1677,0,0,1,0.333333333,0.666666667,0,363
V.S.A,107,Top_buyer,9,5,11,109,2011,82591,7078,0.046728972,0.08411215,0.869158879,0.065420561,0.934579439,0,826.8598131
AutoPlanner NL,98,Top_buyer,9,1,11,147,2010,126001,8832,0.12244898,0.316326531,0.56122449,0,1,0,-39.46938776
"ZAKŁAD HANDLOWO-USŁUGOWY ""AUTO-SPEC"" PAWEŁ DUDEK",2,Small_buyer,1,10,3,140,2011,152199,3747,0,0,1,0,1,0,247
Horváth Lajos E.V.,1,Small_buyer,1,10,2,145,2008,106429,2285,0,0,1,0,1,0,346
ANA-MAR LOGISTIK S.R.L.,1,Small_buyer,1,1,3,140,2012,246806,5900,0,0,1,1,0,0,749
"Das Auto Center, Inh. Arndt Kretschmer",14,Small_buyer,4,8,9,130,2006,56132,7403,0.357142857,0.214285714,0.428571429,0,1,0,356.5714286
JOSY TEAM s.r.o.,1,Small_buyer,1,5,2,220,2009,116757,4303,0,1,0,0,1,0,552
ELOIZA CELIA QUINTEROS PEREIRA BERTASO,1,Small_buyer,1,10,2,177,2008,193801,3959,0,0,1,1,0,0,715
Total-Car Debrecen Kft.,12,Small_buyer,4,4,7,124,2009,224394,4383,0,0,1,0.833333333,0.166666667,0,591.25
WEST AUTOHAUS SP Z O O,1,Small_buyer,1,4,2,110,2009,206744,1600,0,0,1,1,0,0,537
Agencja Promo & Event Krzysztof Skorupiński,3,Small_buyer,2,10,4,140,2009,135135,4286,0,0.333333333,0.666666667,0,1,0,-83
Tárogató Autó Kereskedelmi Korlátolt Felelősségű Társaság,6,Small_buyer,3,6,6,133,2014,117537,7849,0,0,1,0.833333333,0.166666667,0,778.6666667
OZIRIS AUTO EOOD,3,Small_buyer,2,10,4,88,2014,232481,3901,0,0,1,1,0,0,603.6666667
IM AUTO 2014 - EOOD,1,Small_buyer,1,4,3,75,2015,141656,6158,0,0,1,1,0,0,730
"Auto Bianchi, Inh. Tony Bianchi",1,Small_buyer,1,9,5,245,2008,51228,22716,0,0,1,0,1,0,1419
KUPNO - SPRZEDAŻ - KOMIS Rutkowski Leszek,4,Small_buyer,2,6,4,106,2008,147294,3726,0,0,1,0,1,0,363.75
Auto-Fiegl GmbH Schwabach,1,Small_buyer,1,10,5,280,2019,28271,27183,0,0,1,0,1,0,1011
AUTOROMBO S.A.S. DI SARTORE RENZO & C.,16,Medium_buyer,5,5,10,137,2018,47345,20222,0.3125,0.25,0.4375,0.9375,0,0.0625,621.0625
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ŚWINIARSKA EWELINA,1,Small_buyer,1,10,2,102,2007,206212,3527,0,0,1,0,1,0,277
METZ CARS S.R.L.,1,Small_buyer,1,10,2,140,2004,334043,1608,0,0,1,1,0,0,760
Ms Verkauf und Vertrieb UG(haftungsbeschränkt),2,Small_buyer,1,7,3,140,2008,183717,4105,0,1,0,0.5,0.5,0,720
Voller Erika E.V.,1,Small_buyer,1,10,1,170,2003,195956,910,0,1,0,0,1,0,240
BMC AUTOMOBILE EOOD,1,Small_buyer,1,10,2,77,2009,141785,1743,0,0,1,0,1,0,438
MANUEL MATA FERNANDEZ,3,Small_buyer,2,8,5,163,2013,168133,10131,0,0.666666667,0.333333333,1,0,0,479.6666667
RUNI 07 - OOD,14,Small_buyer,4,7,7,136,2007,197313,3835,0,0.571428571,0.428571429,0.071428571,0.928571429,0,556.0714286
Lorenz Recycling GmbH & Go.KG,565,Top_buyer,9,3,9,86,2000,183159,282,0.012389381,0.07079646,0.916814159,0.054867257,0.945132743,0,94.14336283
"Memo-Automobile, Yagmur Muhammed Ali, Kücükfirat Mehmet GbR",1,Small_buyer,1,8,2,75,2010,118872,2217,0,0,1,0,1,0,617
BUL AVTO 08 - EOOD,19,Medium_buyer,5,1,7,93,2010,226226,2690,0,0.052631579,0.947368421,0.526315789,0.473684211,0,657.7368421
"Kemal Haner Gebrauchtwagenhandel, Inh. Kemal Haner",2,Small_buyer,1,4,3,163,2003,173408,4100,0,1,0,1,0,0,596
CARÁCTER MÉTRICO - COMÉRCIO E CONSULTADORIA AUTOMÓVEL LDA,1,Small_buyer,1,9,5,155,2017,32832,29717,0,1,0,0,1,0,284
Autohaus Israel GmbH & Co. KG,32,Medium_buyer,7,3,10,114,2016,56908,14265,0.09375,0.1875,0.71875,0.28125,0.71875,0,971
Hans-Jürgen Windpassinger,3,Small_buyer,2,8,7,175,2014,158925,20358,0.333333333,0,0.666666667,1,0,0,1472.333333
Autohaus Willi Klaus GmbH,2,Small_buyer,1,10,5,155,2014,80319,14022,0.5,0,0.5,0.5,0.5,0,1239
"PAWEŁ KARSKI - FIRMA HANDLOWO-USŁUGOWA ""PAWEŁ""",58,Top_buyer,8,2,9,100,2007,143766,2771,0.034482759,0.051724138,0.913793103,0.103448276,0.896551724,0,464.5517241
STNG Autó Korlátolt Felelősségű Társaság,3,Small_buyer,2,10,6,182,2011,109658,12770,0,0.666666667,0.333333333,0.333333333,0.666666667,0,-1536.666667
"Ergün Tekin Automobile, Inh. Ergün Tekin",1,Small_buyer,1,10,3,177,2010,157405,8887,0,0,1,1,0,0,387
"AUTOFIT Kirmeier, Inh. Johannes Kirmeier",1,Small_buyer,1,9,3,100,2015,45147,9270,0,0,1,0,1,0,270
Carzone Autópark Kft,1,Small_buyer,1,3,2,250,2004,259131,2875,0,1,0,1,0,0,752
ZIELIŃSKI PAWEŁ Auto-Luna,3,Small_buyer,2,10,4,116,2010,169155,4315,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,601.6666667
AMATO PAOLO,4,Small_buyer,2,10,4,115,2010,75150,4527,0,0,1,0,1,0,-731.5
Autohaus Honig GmbH,2,Small_buyer,1,6,4,77,2018,35002,8280,0,0,1,0,1,0,892
Carz Unlimited UG,10,Small_buyer,4,8,7,129,2009,110245,5711,0,0.7,0.3,0.6,0.4,0,898.3
"Autohandel Lütgendortmund, Inh. Mehmet Genc",31,Medium_buyer,7,7,8,119,2006,135850,2853,0.096774194,0.096774194,0.806451613,0.258064516,0.741935484,0,-434.9677419
TERBINUS AUTOMOBILI d.o.o.,1,Small_buyer,1,8,2,115,2012,175247,4316,0,0,1,1,0,0,680
MYKHAILO BEVZ,1,Small_buyer,1,10,2,160,2008,249502,4273,0,1,0,0,1,0,273
Autozentrum Kaya GmbH,3,Small_buyer,2,9,4,127,2007,142974,5589,0,0.666666667,0.333333333,0,1,0,524
AN Handels GmbH,5,Small_buyer,3,7,8,138,2016,46618,16686,0,0.2,0.8,0.2,0.8,0,103.6
SAS GARAGE MARTEAU,1,Small_buyer,1,10,4,250,2011,57578,14196,0,0,1,0,1,0,1153
Salzmann Automobile Berlin GmbH,3,Small_buyer,2,10,5,139,2010,196441,8549,0,0,1,1,0,0,618
"Adam-Gebrauchtwagen, Inh. Alexander Adam",3,Small_buyer,2,9,4,166,2011,123011,6204,0,0.333333333,0.666666667,0,1,0,208.6666667
PRODINAMIK d.o.o.,4,Small_buyer,2,7,5,105,2014,107822,6228,0,0,1,0.5,0.5,0,788.75
"go.911 - Agentur Markus Schenkl, Inh. Markus Schenkl",2,Small_buyer,1,10,8,315,2007,67858,39441,0,0.5,0.5,0,1,0,2068.5
RENAULT RETAIL GROUP Deutschland GmbH,2,Small_buyer,1,10,6,255,2018,41692,23593,1,0,0,0,1,0,-2770.5
CARROZZERIA NANNETTI S.N.C. DI NANNETTI MARIO & C.,1,Small_buyer,1,7,5,170,2018,44182,28400,0,1,0,1,0,0,-477
Lyhs & Gondert GmbH,6,Small_buyer,3,9,9,159,2019,44308,28136,0.166666667,0.666666667,0.166666667,0.166666667,0.833333333,0,883.1666667
F D VOIAJ IMPEX SRL,1,Small_buyer,1,8,4,115,2019,73768,11550,0,0,1,0,1,0,1006
"PPHU IMPORT-EXPORT ""DAW-MAR"" ELŻBIETA CIŃCIO",6,Small_buyer,3,3,2,117,2003,240494,683,0,0,1,0.333333333,0.666666667,0,280.5
SIA VALUK,3,Small_buyer,2,8,4,119,2006,218565,4805,0.333333333,0,0.666666667,1,0,0,1047
