ID,Rating_2021,Awards_Won_2021,Avg_Training_Score_2021,Was_Promoted_2021,Rating_2022,Awards_Won_2022,Avg_Training_Score_2022,Is_Promoted_2022
647,4,0,68,0,4,0,92,
3114,5,0,46,0,4,0,94,
2390,3,0,57,0,2,0,71,
4429,5,0,51,0,4,0,96,
1430,1,0,43,0,5,1,65,
1636,4,0,50,0,3,0,76,
8989,5,0,63,0,4,1,42,
9330,5,0,49,0,4,1,50,
4053,1,0,53,0,5,1,41,
6724,2,0,83,0,1,1,77,
7619,3,0,67,0,4,1,71,
9186,5,0,72,0,1,1,64,
9306,1,0,53,0,5,0,46,
563,3,0,48,0,1,0,68,
4176,1,0,60,0,4,1,98,
9927,1,0,82,0,5,1,42,
4799,5,0,82,0,1,1,55,
902,1,0,60,0,4,1,76,
2790,3,0,73,0,1,0,66,
6456,3,0,50,0,5,0,40,
3180,5,0,86,0,2,1,75,
4516,3,0,51,0,5,1,97,
7119,4,0,60,0,5,0,63,
7908,5,0,,0,4,1,90,
3605,1,0,50,0,3,0,64,
8029,5,0,74,1,1,0,51,
5686,1,0,80,0,3,1,58,
476,1,0,47,0,5,1,65,
7874,4,0,,0,3,0,80,
939,3,0,50,0,5,1,91,
2103,,0,50,0,3,0,45,
3811,3,0,48,0,2,1,54,
3148,3,0,60,0,5,1,99,
1255,3,0,84,0,4,0,62,
8932,3,0,71,0,1,1,57,
1856,1,0,57,0,2,0,54,
9083,4,0,81,1,3,1,93,
242,4,0,81,0,2,0,40,
9870,3,0,79,0,5,1,98,
1179,3,0,60,0,1,1,65,
4000,3,0,44,0,3,1,70,
8672,5,0,57,0,4,0,82,
970,5,0,62,0,5,1,73,
9602,4,0,58,0,3,0,98,
3373,2,0,82,0,3,1,42,
6697,5,0,53,0,5,1,88,
9039,3,0,63,0,1,1,75,
4090,5,0,54,0,5,0,53,
4713,1,0,78,0,1,1,54,
583,5,0,85,0,2,0,61,
6064,5,0,60,0,4,0,56,
9290,,0,51,0,4,0,82,
8045,,0,53,0,5,1,75,
2680,4,0,56,0,2,0,75,
5635,1,0,52,0,5,0,96,
4373,3,0,69,1,2,1,42,
5306,3,0,79,0,4,0,67,
4141,3,0,58,0,2,0,74,
1886,3,0,49,0,5,0,97,
9216,3,0,51,0,2,1,56,
245,3,0,82,0,5,0,98,
4717,5,0,68,1,1,1,61,
3920,2,0,50,0,2,1,63,
9534,5,0,54,0,4,0,48,
8741,3,0,50,0,3,1,83,
5263,4,0,69,0,4,1,91,
739,3,0,51,0,4,1,64,
5162,1,0,49,0,1,1,46,
2218,2,0,59,0,3,0,98,
5624,5,0,78,0,1,1,74,
6026,5,0,70,0,1,0,69,
8998,5,0,57,0,4,1,70,
769,5,0,72,0,1,0,100,
572,5,0,52,0,2,1,51,
2523,2,0,71,0,2,1,50,
9747,5,0,52,0,4,0,42,
5762,5,0,83,1,4,0,79,
623,1,0,80,0,3,1,91,
5718,4,0,42,0,3,1,69,
1216,3,0,58,0,4,0,77,
2766,3,0,60,0,1,1,66,
2373,3,1,56,1,3,1,90,
7160,5,0,52,0,4,0,59,
2825,3,0,75,0,5,1,45,
909,3,0,70,0,3,0,61,
8406,3,0,75,0,2,1,88,
7140,2,0,51,0,1,0,86,
7211,1,0,47,0,3,0,41,
2634,3,0,50,0,3,1,76,
6965,5,0,81,0,1,1,69,
8161,3,1,88,0,3,0,48,
9097,1,0,50,0,1,0,87,
1399,1,0,70,0,5,0,72,
2713,3,0,70,1,5,1,51,
492,3,0,64,0,2,0,91,
4334,,0,56,0,2,1,87,
6662,5,0,57,0,2,1,42,
8212,1,0,77,0,2,0,77,
2209,5,0,51,0,3,0,76,
2931,2,0,59,0,3,0,53,
1104,5,0,48,0,3,0,70,
2973,,0,48,0,4,1,56,
8356,3,0,65,0,1,0,61,
5223,5,0,59,0,2,1,55,
8055,3,0,77,0,2,1,68,
8188,5,0,70,0,3,1,98,
1165,3,0,47,0,1,1,84,
6045,5,0,87,0,1,0,45,
7123,2,0,72,0,4,0,67,
1361,5,0,51,0,5,0,68,
2601,1,0,59,0,5,1,45,
2627,4,0,58,0,5,0,79,
3499,2,0,80,1,2,0,51,
7294,5,0,71,0,1,1,93,
3668,1,0,78,0,3,0,62,
5614,3,0,48,0,4,0,46,
5938,4,0,62,1,5,1,42,
4120,5,0,56,0,3,0,68,
524,5,0,50,0,4,1,60,
1377,3,0,69,0,2,1,77,
2130,5,0,71,0,4,0,76,
2615,3,0,62,0,3,1,59,
995,4,0,50,0,3,1,74,
8804,1,0,49,0,5,1,81,
905,5,0,52,0,3,1,65,
6673,,0,59,0,2,1,91,
8000,1,0,77,0,4,0,47,
1920,3,0,85,0,1,1,88,
2671,3,0,62,0,2,1,66,
3265,5,0,89,0,5,0,42,
6319,3,0,85,0,2,1,44,
7079,3,0,48,0,2,0,81,
9750,,0,50,0,1,1,69,
4594,2,0,78,0,4,1,63,
5325,5,0,59,0,2,0,74,
5363,4,0,60,1,5,0,76,
4633,5,0,62,0,3,0,59,
933,,0,66,1,3,1,40,
4587,,0,51,0,2,0,65,
40,3,0,82,0,2,0,72,
3196,3,0,62,0,1,1,79,
9843,2,0,80,0,5,0,72,
3313,4,0,60,0,2,0,44,
299,3,0,68,0,4,0,64,
8971,3,0,50,0,4,1,46,
3163,3,0,48,0,4,1,43,
2683,2,0,81,0,4,0,96,
7496,2,0,87,0,2,1,89,
6167,4,0,50,0,2,0,49,
4164,2,0,74,1,4,0,60,
3838,1,0,57,0,5,1,51,
8731,5,0,54,0,4,0,76,
6028,1,0,54,0,1,1,85,
1631,1,0,62,0,3,1,60,
1709,2,0,49,0,4,0,66,
5188,4,0,62,0,5,1,62,
7626,5,0,59,0,4,0,67,
900,3,0,49,0,3,0,92,
5339,1,0,64,0,1,0,58,
5506,5,0,81,0,4,0,44,
2846,2,0,58,0,2,1,91,
7488,3,0,81,0,5,1,40,
4285,4,0,59,0,2,1,82,
503,,0,48,0,3,0,88,
9904,3,0,58,0,3,1,71,
1280,3,0,48,0,4,1,71,
346,5,0,57,0,1,1,60,
1170,3,0,69,0,5,1,44,
5157,2,0,82,1,3,0,57,
1260,5,0,48,0,3,0,42,
2797,4,0,81,0,3,1,82,
3159,4,0,64,0,5,1,92,
3960,5,0,77,1,1,0,93,
7949,3,0,67,0,2,1,44,
9115,3,0,63,0,3,0,94,
3410,2,0,55,0,3,1,55,
6388,4,0,55,0,2,0,91,
3743,1,0,90,0,4,0,72,
9640,5,0,62,1,2,0,85,
9729,1,0,47,0,2,0,65,
7884,5,0,58,0,2,1,83,
8384,2,0,56,0,5,1,77,
447,1,0,66,0,1,1,79,
2317,4,0,57,0,3,1,76,
1420,4,0,58,0,4,0,67,
4251,3,0,50,0,4,1,76,
5974,4,0,94,1,3,1,90,
8490,4,0,50,0,3,0,95,
5103,1,0,48,0,4,0,40,
5305,3,0,79,0,3,1,85,
9761,4,0,44,0,3,1,93,
1117,3,0,85,0,3,1,86,
8839,5,0,60,0,1,0,41,
7587,5,0,55,0,5,1,96,
2008,1,0,58,0,5,1,57,
528,4,0,52,0,1,1,74,
8977,5,0,89,1,3,0,64,
3845,5,0,93,0,2,0,48,
8921,5,0,49,0,4,0,97,
3641,1,0,69,0,2,0,48,
5155,4,0,49,1,2,0,70,
6449,3,0,79,0,3,0,81,
1321,4,0,64,1,5,0,44,
9135,,0,69,0,1,0,58,
1449,4,0,81,0,2,1,44,
8763,4,0,73,0,4,0,40,
3763,3,0,69,0,4,0,96,
8245,5,0,60,0,5,0,45,
7590,5,0,48,0,1,1,82,
2519,5,0,67,0,4,0,57,
6974,3,0,69,0,1,1,66,
6194,5,1,68,1,2,1,73,
2800,3,0,60,0,5,0,54,
4399,5,0,49,0,3,1,88,
9783,4,0,54,0,5,1,83,
4248,3,0,46,0,4,0,97,
7765,3,0,57,0,3,0,80,
1214,3,0,,0,3,0,86,
2179,4,0,77,0,4,0,40,
9047,3,0,76,0,5,1,75,
233,4,0,49,0,3,0,51,
2621,3,0,85,0,1,0,86,
4810,3,0,53,0,4,1,98,
8249,5,0,72,0,2,0,44,
9846,1,0,46,0,1,0,70,
4618,4,0,47,0,1,0,74,
2953,4,0,60,0,5,1,65,
1585,3,0,48,0,3,1,42,
6823,4,0,69,1,3,0,91,
161,5,0,67,0,1,1,93,
4643,3,0,84,0,4,0,55,
5810,3,0,85,0,2,0,76,
7791,5,0,71,1,2,1,48,
8228,4,0,50,0,3,0,49,
9045,2,0,49,0,5,0,68,
9433,3,0,,0,5,0,88,
1572,3,0,83,0,3,1,77,
5297,3,0,59,0,2,0,48,
8904,4,0,64,0,3,0,61,
9276,5,0,49,0,1,0,76,
2900,4,0,49,0,1,0,51,
210,1,0,71,0,2,0,81,
7780,4,0,84,0,2,1,48,
9445,3,0,51,0,4,0,45,
3127,4,0,52,0,4,0,49,
1235,4,0,47,0,1,0,69,
4110,4,0,76,0,1,1,98,
4282,3,0,66,0,3,0,82,
5194,5,0,53,0,3,1,56,
3768,3,0,84,0,5,1,93,
6014,3,0,53,0,2,1,100,
5340,5,0,99,1,3,1,63,
5029,3,0,46,1,2,1,82,
7888,5,0,46,0,3,1,68,
6310,3,0,55,0,2,1,92,
3055,3,0,60,0,4,1,76,
3813,2,0,44,0,4,1,72,
6015,5,0,58,0,3,1,81,
2242,,0,87,0,4,0,42,
8318,3,0,80,0,5,0,96,
6251,5,0,59,0,5,0,72,
5089,5,0,47,0,3,0,59,
9721,,0,63,0,2,0,99,
6392,4,0,59,0,4,0,88,
5857,4,0,69,0,2,0,51,
8288,,0,46,0,2,1,51,
9849,3,0,64,0,4,1,93,
7692,3,0,81,0,1,0,40,
4854,4,0,60,0,3,1,84,
3430,5,0,58,0,1,1,67,
1180,4,0,57,0,3,0,57,
4906,4,0,49,0,2,0,72,
3165,3,0,79,0,3,0,69,
2516,3,0,,0,3,0,81,
6869,2,0,48,0,1,0,97,
9510,4,0,49,0,1,0,100,
4963,4,0,44,0,2,0,90,
2740,5,0,84,0,3,0,90,
2960,,0,76,0,2,0,50,
8056,5,0,53,0,2,1,87,
2867,5,0,50,0,3,0,69,
4416,,0,49,0,1,0,49,
3341,3,0,85,0,1,0,61,
7117,4,0,82,0,1,1,63,
4612,4,0,60,0,2,0,45,
5716,5,0,58,0,1,0,97,
9542,3,0,50,0,5,1,93,
6010,,0,78,0,1,1,70,
3864,1,0,53,0,2,1,62,
7334,5,0,73,0,4,0,56,
1088,5,0,51,0,1,1,84,
1601,3,0,50,0,2,0,70,
6234,,0,84,0,3,0,94,
4300,4,0,58,0,3,1,59,
5443,3,0,,0,2,0,97,
7447,5,0,87,0,4,1,76,
8681,3,0,46,0,2,1,42,
2187,5,0,62,0,3,1,71,
4969,3,0,43,0,5,0,65,
5413,4,0,81,0,3,0,50,
8213,,0,73,0,3,0,52,
7870,3,0,71,0,1,1,81,
8614,4,0,60,0,1,0,84,
9370,1,0,60,0,4,1,77,
5281,3,0,,0,5,0,75,
2849,,1,51,0,1,0,51,
192,5,0,56,0,5,0,75,
2056,3,0,73,0,3,1,84,
5747,3,0,50,0,3,0,91,
3580,2,0,59,0,1,0,75,
9840,,0,52,0,4,1,75,
1048,4,0,46,1,4,1,43,
2944,1,0,56,0,1,1,88,
9941,1,0,47,0,3,0,74,
5901,3,0,82,0,2,0,64,
5931,3,0,50,0,3,1,85,
599,,0,,0,1,0,94,
5336,3,0,55,1,5,0,99,
2478,5,0,,0,5,0,65,
2998,4,0,81,0,5,1,92,
3401,3,0,54,0,5,1,42,
1954,3,0,46,0,3,1,86,
3909,3,0,46,0,2,1,59,
6131,,0,60,1,2,0,49,
5086,1,0,48,0,2,0,86,
1504,5,0,,0,2,1,82,
5434,5,0,68,0,1,0,73,
7474,2,0,70,0,1,0,72,
8075,5,0,62,0,3,0,42,
8699,5,0,49,0,5,1,82,
1870,3,0,62,0,5,0,89,
4727,4,0,63,0,1,0,45,
6033,1,0,66,0,4,0,100,
9037,5,0,57,1,1,1,43,
2945,3,0,82,0,1,0,85,
6774,1,0,48,0,4,1,85,
8042,5,0,51,0,1,1,90,
6386,1,0,47,0,2,0,81,
1836,2,0,67,0,4,0,71,
8482,3,0,64,0,2,0,59,
6803,3,0,84,0,4,1,87,
72,3,0,81,0,2,1,83,
2258,4,0,78,0,2,0,78,
3779,4,0,79,0,4,1,50,
2976,,0,48,0,3,0,67,
2059,5,0,63,0,2,0,71,
9490,3,0,49,0,1,1,55,
2880,5,0,55,0,5,0,84,
6191,3,0,81,1,1,0,93,
5166,4,0,48,0,3,1,48,
4658,3,0,70,0,5,1,57,
783,5,0,44,0,5,0,72,
2053,2,0,71,0,5,0,78,
4923,1,0,68,0,5,1,68,
6285,,0,83,0,5,1,47,
7889,1,0,84,0,4,0,78,
9698,5,0,93,1,4,0,73,
1383,2,0,49,0,2,1,63,
6616,5,0,47,0,4,1,68,
5969,1,0,58,0,1,0,91,
8885,,0,49,0,5,1,95,
3654,,0,62,0,2,1,49,
4614,2,0,73,0,4,0,96,
9527,3,0,47,0,3,1,71,
8936,5,0,58,0,2,1,99,
7349,4,0,,0,2,0,95,
1223,1,0,53,0,1,1,73,
7741,3,0,60,0,1,0,91,
8478,2,0,80,0,3,0,85,
8732,4,0,52,0,2,1,74,
4507,3,0,49,0,3,0,72,
2330,4,0,81,0,1,0,85,
1424,1,0,65,0,2,0,73,
9608,5,0,62,0,5,1,71,
9651,3,0,44,0,3,1,77,
1,3,0,85,0,3,0,93,
1983,1,0,50,0,5,0,91,
6411,5,0,48,0,5,0,95,
8305,3,0,53,0,5,0,100,
2090,3,0,46,0,4,0,72,
4907,3,0,59,0,5,1,78,
7798,5,0,48,0,2,0,60,
8670,4,0,85,0,4,0,90,
5792,4,0,89,0,1,0,96,
2155,4,0,69,0,3,0,55,
1974,5,0,53,0,2,0,81,
9955,4,0,,0,1,1,88,
4862,2,0,77,0,3,1,47,
5837,4,0,74,0,4,0,98,
7897,2,0,53,0,5,1,94,
1778,5,0,59,0,4,0,94,
6162,5,0,79,0,4,0,91,
9897,3,0,83,0,3,1,57,
891,3,0,50,0,4,1,61,
2168,1,0,79,0,5,0,63,
5489,4,0,46,0,3,0,86,
9717,4,0,62,0,1,1,86,
684,3,0,49,0,3,0,53,
8786,3,0,59,0,1,0,52,
1217,4,0,,0,3,0,88,
8997,4,0,53,0,5,1,77,
8019,3,0,63,0,4,0,40,
2549,1,0,48,0,4,1,62,
3963,5,0,49,0,4,0,63,
9313,4,0,51,0,4,0,72,
3007,,0,83,0,1,0,61,
9877,4,0,72,0,4,0,90,
8666,5,0,51,0,3,0,46,
7806,3,0,84,0,3,0,73,
7931,3,0,,0,4,1,77,
9637,4,0,50,0,5,0,63,
8710,1,0,82,0,1,0,92,
9132,1,0,53,0,4,0,62,
3873,3,0,71,0,1,0,71,
9662,4,0,79,0,4,0,84,
5774,3,0,,0,4,1,58,
9206,5,0,89,0,4,1,100,
4654,4,0,49,0,4,0,59,
4719,3,0,,1,4,0,97,
3169,5,0,80,0,5,1,45,
584,,0,53,0,3,1,58,
2562,3,0,71,0,4,1,63,
5474,3,0,78,0,4,1,46,
8825,1,0,47,0,5,0,60,
1907,3,0,70,0,4,0,82,
3417,1,0,74,0,2,0,43,
3547,3,0,63,0,1,1,47,
7469,4,0,87,0,2,1,45,
3563,5,0,,0,5,1,79,
519,3,0,51,0,5,0,47,
4937,,0,49,0,4,1,85,
6655,3,0,88,0,1,1,89,
8292,3,0,49,0,1,1,83,
3996,3,0,,0,5,0,97,
7391,3,0,80,1,3,1,46,
1655,4,0,62,0,2,0,65,
4171,5,0,53,0,3,1,67,
7024,4,0,58,0,1,0,93,
8968,3,0,50,0,5,0,52,
3835,3,0,87,0,3,1,79,
4798,3,0,48,0,3,0,48,
838,5,0,48,0,3,0,67,
6479,4,0,59,0,5,1,50,
7459,1,0,56,0,2,0,62,
9915,4,0,76,0,4,0,73,
2630,,0,84,0,3,0,56,
7293,3,0,55,0,1,0,97,
7571,3,0,82,0,1,0,82,
2169,3,0,53,0,1,0,84,
8820,4,0,52,0,3,0,55,
2257,1,0,80,0,4,1,71,
3124,4,0,85,0,4,1,78,
5783,4,0,48,0,2,1,82,
9040,3,0,81,0,4,0,90,
5172,5,0,86,0,3,1,57,
8918,2,0,50,0,2,0,100,
3685,5,0,82,0,3,0,55,
6115,4,1,57,0,1,1,70,
9244,5,0,51,1,3,0,100,
1633,5,0,50,0,4,0,44,
3755,5,0,,0,3,1,89,
9024,5,0,48,0,5,0,77,
1202,4,0,59,0,1,0,50,
7277,3,0,59,0,5,0,95,
9388,5,0,60,0,4,1,73,
2909,,0,78,0,2,1,73,
8191,5,0,69,0,5,0,46,
5182,5,0,46,0,3,1,51,
6871,1,0,46,0,1,1,90,
8165,3,0,52,0,4,1,75,
5982,5,0,54,0,2,0,73,
6680,5,0,89,0,4,1,91,
3364,3,0,66,0,3,1,63,
9972,1,0,69,0,5,0,88,
1833,,0,87,0,4,0,42,
4486,,0,54,0,5,0,72,
6805,5,0,53,0,2,1,97,
183,5,0,55,0,4,1,59,
8594,3,0,58,0,1,1,60,
5825,5,0,57,0,1,1,95,
6591,4,0,,1,2,1,94,
894,3,0,,0,4,1,43,
7304,3,0,50,0,4,0,78,
2356,5,0,,0,3,0,72,
4621,5,0,86,1,5,0,90,
6087,4,0,50,0,5,1,88,
7034,3,0,72,0,2,1,78,
8278,2,0,80,1,1,1,74,
4021,,0,49,0,2,1,47,
9864,,0,63,1,5,1,75,
4534,5,0,84,0,1,0,84,
7937,3,0,,0,5,1,91,
1012,5,0,59,0,4,0,82,
8432,3,0,53,0,2,1,87,
329,3,0,88,0,1,0,79,
7078,5,0,77,0,4,1,76,
928,3,0,80,0,5,1,88,
2789,2,0,41,0,1,0,80,
5092,5,1,46,0,1,1,59,
9220,1,0,81,0,3,1,51,
5587,5,0,52,0,4,0,84,
7005,,0,75,0,4,0,96,
3176,5,0,58,0,5,0,55,
8834,5,0,,0,5,0,70,
1739,3,0,,0,2,0,50,
1687,3,0,59,0,1,0,73,
3715,1,0,49,0,2,1,97,
2360,2,0,48,0,2,0,42,
3486,3,0,46,0,1,1,71,
8854,1,0,52,0,2,1,79,
3595,4,0,62,0,5,0,44,
9325,3,0,46,0,5,0,54,
4539,3,0,48,0,3,1,62,
8299,5,0,62,0,4,1,74,
9546,1,0,50,0,1,1,47,
5510,4,0,86,0,4,0,54,
6409,5,0,58,0,2,0,67,
8581,5,0,52,0,4,1,58,
1677,5,0,63,0,1,1,90,
2298,5,0,48,0,4,0,40,
1661,4,0,56,0,1,0,95,
3791,5,0,48,0,2,1,69,
6645,3,0,51,0,3,1,61,
3416,,0,,0,2,1,94,
4061,2,0,70,0,3,1,66,
5310,3,0,63,1,4,1,61,
9051,3,0,49,0,4,1,50,
9088,2,0,53,0,2,0,66,
5314,3,0,78,0,5,1,54,
9283,5,0,78,1,1,0,73,
1338,1,0,79,0,1,0,62,
9500,3,0,69,0,1,0,57,
4828,1,0,50,0,2,1,88,
8232,3,0,71,0,5,0,93,
3001,3,0,56,0,5,1,40,
6334,3,0,63,0,2,0,100,
2844,3,0,51,0,5,1,90,
3513,5,0,98,1,1,1,48,
9652,2,0,46,0,3,1,49,
973,3,0,81,0,5,0,87,
1230,5,0,58,0,2,0,56,
2385,5,0,81,1,5,1,58,
75,1,0,46,0,4,1,77,
5032,4,0,63,0,1,0,83,
7564,4,0,78,0,2,0,49,
8723,4,0,65,0,5,1,62,
3144,1,0,59,0,3,1,41,
123,1,0,50,0,2,1,59,
6891,3,0,51,0,5,0,89,
910,2,0,51,0,3,0,71,
8025,3,0,69,0,1,1,66,
356,1,0,50,0,1,1,72,
6013,4,0,94,1,3,0,50,
7465,3,0,52,0,4,1,46,
7401,3,0,82,0,1,1,45,
7751,4,0,52,0,2,0,64,
8725,5,0,50,0,4,1,73,
3324,5,0,52,0,5,1,89,
1402,4,0,60,0,2,0,81,
6326,4,0,82,0,2,0,86,
3655,3,0,71,0,3,1,85,
5394,3,1,55,0,3,1,68,
1607,3,0,85,0,1,0,82,
3967,,0,68,0,1,0,95,
6320,3,0,52,0,4,1,94,
2942,3,0,46,0,3,0,84,
3989,1,0,50,0,4,1,86,
31,3,0,63,0,1,1,61,
3852,1,0,,0,4,0,61,
3453,3,0,83,0,1,1,95,
5268,3,0,74,1,5,1,78,
1649,3,0,44,0,3,1,69,
1792,4,0,76,0,5,0,90,
8961,4,0,93,1,3,1,60,
2626,5,0,84,0,2,0,88,
4571,2,0,,0,3,0,97,
9198,4,0,53,0,1,0,78,
2664,5,0,,0,1,0,65,
4579,2,0,47,0,3,1,100,
8916,5,0,62,0,4,0,66,
2049,5,0,83,1,3,0,77,
6937,1,0,80,0,4,1,46,
4292,,0,60,0,2,1,89,
8032,3,0,57,0,4,0,95,
4035,3,0,59,0,2,0,57,
9380,1,0,88,0,3,0,85,
9536,5,0,58,0,3,1,41,
1798,3,0,81,0,4,0,89,
3754,4,0,54,0,1,0,47,
5278,3,0,86,0,1,0,42,
7912,3,0,59,0,4,1,86,
8492,,0,78,0,1,0,89,
8266,1,0,60,0,4,1,79,
1355,3,0,47,0,3,1,74,
1847,,0,46,0,5,1,95,
7410,3,0,57,0,1,0,74,
8386,4,0,84,0,3,1,46,
9480,3,0,58,0,3,1,74,
6984,5,0,84,1,5,1,44,
8311,4,0,53,0,5,0,96,
831,5,0,68,0,4,1,85,
7729,5,0,85,0,4,1,96,
3762,3,0,55,0,3,0,75,
4099,1,0,,0,2,1,96,
3262,2,0,53,0,2,0,49,
3278,4,0,85,0,4,1,45,
6371,3,0,82,0,5,1,86,
511,3,0,53,0,5,1,45,
726,1,0,46,1,5,0,69,
3686,5,0,57,0,5,0,63,
9196,,0,62,0,1,0,69,
6985,,0,88,0,1,1,44,
8555,3,0,64,0,5,1,98,
8788,4,0,70,0,2,0,90,
9521,5,0,59,0,1,0,91,
968,4,0,50,1,1,0,57,
3461,5,0,59,0,4,0,93,
19,4,0,63,0,3,0,49,
3632,5,0,60,1,5,1,84,
4964,3,0,62,0,5,1,81,
694,4,0,79,0,5,1,41,
6679,3,0,51,0,1,1,95,
8925,3,0,49,0,5,1,40,
5490,3,0,73,0,4,1,60,
506,3,0,,0,2,1,47,
428,1,0,48,0,5,1,49,
2305,3,0,80,0,1,1,97,
8239,2,0,,0,2,1,97,
8907,5,0,60,1,3,0,40,
9134,3,0,69,0,5,0,65,
963,4,0,79,0,5,0,88,
1897,1,0,52,0,5,1,65,
3862,3,0,58,0,2,0,50,
4473,3,0,49,0,5,0,67,
6070,,0,,0,4,0,64,
669,3,0,51,0,2,1,70,
5541,1,0,49,0,3,1,67,
1171,1,0,80,0,1,1,84,
594,1,0,49,0,1,1,70,
713,3,0,72,0,4,1,83,
789,3,0,48,0,3,1,91,
372,3,0,70,0,1,0,68,
495,4,0,46,0,4,0,42,
5801,5,0,69,0,3,0,95,
3737,5,0,50,0,2,0,86,
6052,1,0,51,0,3,1,42,
6746,3,0,58,0,4,0,97,
84,3,0,88,0,2,1,89,
7155,,0,48,0,2,0,71,
7415,5,0,84,0,4,1,95,
6139,1,0,70,0,2,1,40,
3028,5,0,83,0,3,1,69,
7502,1,0,68,0,1,0,85,
804,5,0,68,0,4,0,62,
2805,4,0,50,0,1,1,52,
7654,3,0,51,0,5,0,60,
2648,3,0,46,0,1,1,92,
3226,4,0,60,0,3,0,91,
3741,,0,47,0,3,1,42,
6344,3,0,52,0,3,1,40,
5722,5,0,48,0,5,1,54,
6169,1,0,52,0,1,1,87,
9654,2,0,50,0,2,1,71,
8103,5,0,51,0,3,0,79,
9410,4,0,79,0,2,0,54,
2058,3,1,59,1,4,1,53,
9988,3,0,50,0,1,1,97,
2674,4,0,62,0,3,0,42,
3914,1,0,47,0,3,0,88,
2865,4,0,59,0,1,1,49,
3286,1,0,51,0,4,0,64,
9571,4,0,88,0,2,0,45,
3635,2,0,50,0,5,0,63,
5234,4,0,58,0,1,0,83,
5840,,0,79,0,1,1,47,
1814,3,0,58,0,3,0,67,
5423,3,0,60,0,5,0,75,
7439,,0,87,0,3,0,57,
4433,3,0,56,0,1,0,65,
3473,3,1,62,0,4,1,67,
1201,1,0,51,0,4,1,58,
7243,3,0,51,0,3,0,69,
32,3,0,70,0,1,1,76,
825,4,1,72,0,4,0,89,
9907,3,0,55,0,2,1,87,
8897,3,0,51,0,5,0,46,
6476,3,0,65,1,4,1,53,
3156,3,0,81,0,3,0,46,
5746,1,0,47,0,5,1,96,
5120,3,0,51,0,2,0,98,
7807,1,0,80,0,5,0,95,
181,4,0,71,0,4,1,56,
5876,3,0,53,0,3,0,50,
8369,3,0,60,0,3,1,95,
8068,1,0,47,0,3,1,51,
8886,1,0,67,0,2,0,89,
4401,,0,48,0,3,1,94,
5685,1,0,52,0,4,1,92,
1668,4,0,,0,5,0,76,
6840,4,0,53,0,1,0,81,
4943,5,0,85,1,5,0,90,
4842,3,0,55,0,3,1,61,
8101,4,0,79,0,1,0,60,
3884,1,0,47,0,5,0,77,
4430,3,0,63,0,4,1,55,
7156,4,0,69,1,2,0,79,
4468,3,0,70,0,3,1,94,
4553,5,0,54,0,5,1,63,
7663,4,0,54,0,4,0,96,
8139,5,0,75,1,1,0,65,
6385,5,0,55,1,2,1,98,
8701,3,0,86,0,3,1,46,
455,1,0,60,0,4,1,74,
9360,3,0,66,0,4,0,93,
1056,2,0,48,0,3,0,88,
8290,,0,46,0,4,0,76,
4483,3,0,49,0,2,1,80,
7770,3,0,66,0,4,1,74,
8876,3,0,70,0,3,0,56,
3898,,0,82,0,3,0,100,
8752,,0,50,0,4,1,61,
380,2,0,86,0,4,1,50,
6759,3,0,58,0,2,1,68,
1009,3,0,64,0,2,0,68,
3085,,0,85,0,5,1,99,
2069,5,0,66,0,1,0,99,
9420,3,0,57,1,2,0,93,
1802,3,0,60,0,4,1,89,
9875,3,0,53,0,3,0,60,
6403,3,0,66,0,4,0,59,
2378,5,0,65,0,1,1,42,
3738,5,0,48,0,4,1,99,
2556,5,0,82,0,5,1,47,
817,4,0,64,1,1,0,61,
37,3,0,84,0,1,1,69,
2299,3,0,53,0,2,1,63,
4796,,0,60,0,4,0,70,
1454,,0,63,0,2,0,86,
3230,3,0,83,0,2,0,52,
7859,5,0,,0,2,1,90,
36,3,0,82,0,4,0,67,
7670,5,1,81,0,1,0,46,
9400,1,0,71,0,3,0,77,
3843,1,0,82,0,4,0,59,
8129,3,0,49,0,5,0,75,
6738,1,0,79,0,3,0,73,
8151,3,0,49,0,1,0,53,
8898,2,0,51,0,2,1,91,
4927,3,0,81,0,4,0,74,
3976,3,0,59,0,5,1,77,
908,2,0,91,1,1,0,94,
6741,3,0,,0,1,1,94,
8162,1,0,51,0,1,0,81,
2741,3,0,47,0,4,1,83,
4880,5,0,50,0,2,0,72,
5977,3,0,47,0,4,0,85,
9205,3,0,71,0,4,1,48,
1539,1,0,47,0,5,1,68,
2709,1,0,54,0,5,1,71,
9997,4,0,85,0,4,0,76,
234,3,0,58,0,2,1,90,
645,3,0,74,0,1,0,43,
2614,1,0,46,0,5,0,78,
7963,5,0,51,0,4,0,70,
6740,3,0,57,0,4,0,57,
8799,3,0,79,0,4,1,78,
6188,3,0,70,0,3,1,91,
7390,5,0,53,0,1,1,76,
9836,4,0,52,0,1,0,98,
8636,5,0,48,0,5,0,61,
271,3,0,53,0,1,1,81,
8859,2,0,52,0,1,1,93,
3946,1,0,66,0,5,1,51,
5916,1,0,83,0,4,1,42,
3919,5,0,,0,3,0,50,
9734,3,0,85,0,4,0,64,
2866,2,0,51,1,1,0,60,
3134,4,0,63,0,4,1,43,
1381,3,0,80,0,5,1,89,
7306,4,0,85,0,4,1,47,
467,4,0,79,0,3,1,90,
9225,3,0,50,0,4,0,51,
