Days,Benfica - Stock,Benfica - League,Benfica - Home,Benfica - Opponent,Benfica - Spectators,Benfica - Ranking,Benfica - Points,Benfica - Entry Players,Benfica - Entry Values,Benfica - Exit Players,Benfica - Exit Values,Porto - Stock,Porto - League,Porto - Home,Porto - Opponent,Porto - Spectators,Porto - Ranking,Porto - Points,Porto - Entry Players,Porto - Entry Values,Porto - Exit Players,Porto - Exit Values,Sporting - Stock,Sporting - League,Sporting - Home,Sporting - Opponent,Sporting - Spectators,Sporting - Ranking,Sporting - Points,Sporting - Entry Players,Sporting - Entry Values,Sporting - Exit Players,Sporting - Exit Values,Ajax - Stock,Ajax - League,Ajax - Home,Ajax - Opponent,Ajax - Spectators,Ajax - Ranking,Ajax - Points,Ajax - Entry Players,Ajax - Entry Values,Ajax - Exit Players,Ajax - Exit Values,Dortmund - Stock,Dortmund - League,Dortmund - Home,Dortmund - Opponent,Dortmund - Spectators,Dortmund - Ranking,Dortmund - Points,Dortmund - Entry Players,Dortmund - Entry Values,Dortmund - Exit Players,Dortmund - Exit Values,Juventus - Stock,Juventus - League,Juventus - Home,Juventus - Opponent,Juventus - Spectators,Juventus - Ranking,Juventus - Points,Juventus - Entry Players,Juventus - Entry Values,Juventus - Exit Players,Juventus - Exit Values,Manchester United - Stock,Manchester United - League,Manchester United - Home,Manchester United - Opponent,Manchester United - Spectators,Manchester United - Ranking,Manchester United - Points,Manchester United - Entry Players,Manchester United - Entry Values,Manchester United - Exit Players,Manchester United - Exit Values,Lyon - Stock,Lyon - League,Lyon - Home,Lyon - Opponent,Lyon - Spectators,Lyon - Ranking,Lyon - Points,Lyon - Entry Players,Lyon - Entry Values,Lyon - Exit Players,Lyon - Exit Values,Copenhagen - Stock,Copenhagen - League,Copenhagen - Home,Copenhagen - Opponent,Copenhagen - Spectators,Copenhagen - Ranking,Copenhagen - Points,Copenhagen - Entry Players,Copenhagen - Entry Values,Copenhagen - Exit Players,Copenhagen - Exit Values,Braga - Stock,Braga - League,Braga - Home,Braga - Opponent,Braga - Spectators,Braga - Ranking,Braga - Points,Braga - Entry Players,Braga - Entry Values,Braga - Exit Players,Braga - Exit Values,Roma - Stock,Roma - League,Roma - Home,Roma - Opponent,Roma - Spectators,Roma - Ranking,Roma - Points,Roma - Entry Players,Roma - Entry Values,Roma - Exit Players,Roma - Exit Values,Milan - Stock,Milan - League,Milan - Home,Milan - Opponent,Milan - Spectators,Milan - Ranking,Milan - Points,Milan - Entry Players,Milan - Entry Values,Milan - Exit Players,Milan - Exit Values
23/04/2015,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,,1.480,,,,,,,,,,
22/04/2015,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,Quartos de final,F,Mónaco,16889,,1,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,,1.450,,,,,,,,,,
21/04/2015,1.455,,,,,,,,,,,1.455,Quartos de final,F,Bayern,70000,,0,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,,1.455,,,,,,,,,,
20/04/2015,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,,1.485,,,,,,,,,,
19/04/2015,,,,,,,,,,,,,,,,,,,,,,,,29.000,C,Boavista,35197,,3,,,,,,31.000,C,NAC Breda,51596,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.000,C,Saint-Étienne,37715,2,1,,,,,,25.000,C,Nordsjaelland,10944,,3,,,,,,,,,,,,,,,,,31.000,C,Atalanta BC,35088,,1,,,,,,31.000,F,Inter,74022,9,1,,,,
18/04/2015,,29.000,F,Belenenses,15137,,3,,,,,,29.000,C,Académica OAF,36117,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,C,Paderborn,80667,10,3,,,,,,31.000,C,Lázio,38916,,3,,,,,,33.000,F,Chelsea,41422,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2015,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,,1.571,29.000,F,Vitória SC,15344,,0,,,,,1.571,,,,,,,,,,,1.571,,,,,,,,,,
16/04/2015,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,Meias-Finais,C,Esbjerg fB,6308,,1,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,,1.467,,,,,,,,,,
15/04/2015,1.432,,,,,,,,,,,1.432,Quartos de final,C,Bayern,50092,,3,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,,1.432,32.000,C,SC Bastia,36549,2,3,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,,1.432,,,,,,,,,,
14/04/2015,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,Quartos de final,C,Mónaco,40801,,3,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,,1.422,,,,,,,,,,
13/04/2015,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,24.000,F,Silkeborg IF,3578,,3,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,
12/04/2015,,,,,,,,,,,,,,,,,,,,,,,,28.000,F,Vitória FC,6839,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.000,C,Man. City,75313,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.000,C,Penafiel,11210,,3,,,,,,30.000,F,Torino,11317,,1,,,,,,30.000,C,UC Sampdoria,30735,9,1,,,,
11/04/2015,,28.000,C,Académica OAF,56197,,3,,,,,,28.000,F,Rio Ave,5543,,3,,,,,,,,,,,,,,,,,30.000,F,Heracles Almelo,8431,,3,,,,,,28.000,F,M'gladbach,54010,10,0,,,,,,30.000,F,Parma,15311,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2015,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,,1.420,,,,,,,,,,
09/04/2015,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,
08/04/2015,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,Meias-Finais,C,CD Nacional,16117,,3,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,,1.421,,,,,,,,,,
07/04/2015,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,Quartos de final,C,Hoffenheim,80667,,3,,,,,1.411,Meias-Finais,F,Fiorentina,30346,,3,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,Meias-Finais,C,Rio Ave,7665,,3,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,
06/04/2015,,,,,,,,,,,,,27.000,C,Estoril,29230,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.000,F,Bröndby IF,22020,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,F,FC Utrecht,19000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2015,,27.000,C,CD Nacional,48572,,3,,,,,,,,,,,,,,,,,27.000,F,Paços Ferreira,4000,,1,,,,,,,,,,,,,,,,,27.000,C,Bayern,80667,10,0,,,,,,29.000,C,FC Empoli,40029,,3,,,,,,31.000,C,Aston Villa,75397,,3,,,,,,31.000,F,Guingamp,17381,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,C,Nápoles,34425,,3,,,,,,29.000,F,US Palermo,15113,9,3,,,,
03/04/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.000,F,Gil Vicente,6104,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2015,1.451,,,,,,,,,,,1.451,Meias-Finais,F,Marítimo,5127,,0,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,,1.451,,,,,,,,,,
01/04/2015,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,1,"€1,200,000",1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,,1.460,,,,,,,,,,
31/03/2015,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,,1.400,,,,,,,,,,
30/03/2015,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,,1.411,,,,,,,,,,
29/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2015,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,,1.385,,,,,,,,,,
26/03/2015,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,,1.410,,,,,,,,,,
25/03/2015,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,,1.401,,,,,,,,,,
24/03/2015,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,,1.412,,,,,,,,,,
23/03/2015,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,,1.510,,,,,,,,,,
22/03/2015,,,,,,,,,,,,,,,,,,,,,,,,26.000,C,Vitória SC,35979,,3,,,,,,28.000,C,ADO Den Haag,49743,,3,,,,,,,,,,,,,,,,,28.000,C,Génova,39919,,3,,,,,,30.000,F,Liverpool,44405,,3,,,,,,,,,,,,,,,,,22.000,C,Randers FC,9520,,1,,,,,,,,,,,,,,,,,28.000,F,Cesena,16575,,3,,,,,,,,,,,,,,,
21/03/2015,,26.000,F,Rio Ave,9679,,0,,,,,,26.000,F,CD Nacional,3526,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000,F,Hannover,49000,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,C,OGC Nice,36300,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.000,C,Cagliari Calcio,30748,11,3,,,,
20/03/2015,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,26.000,C,Académica OAF,8819,,1,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,
19/03/2015,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,Oitavos de final,C,Dnipro,51756,,3,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,Oitavos de final,C,Fiorentina,30591,,0,,,,,1.500,,,,,,,,,,
18/03/2015,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,Oitavos de final,C,Juventus,65851,,0,,,,,1.500,Oitavos de final,F,Dortmund,65851,,3,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,
17/03/2015,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,,1.500,,,,,,,,,,
16/03/2015,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,,,,,,,,,,,1.502,27.000,C,UC Sampdoria,33250,,0,,,,,1.502,27.000,F,Fiorentina,31432,11,0,,,,
15/03/2015,,,,,,,,,,,,,25.000,C,Arouca,34199,,3,,,,,,25.000,F,Marítimo,6892,,3,,,,,,27.000,F,Heerenveen,26100,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,C,Tottenham,75112,,3,,,,,,29.000,F,Marselha,62832,1,1,,,,,,21.000,F,Esbjerg fB,7716,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2015,,25.000,C,Braga,60222,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000,C,Colónia,80667,10,1,,,,,,27.000,F,US Palermo,29832,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000,F,Benfica,60222,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2015,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,
12/03/2015,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,Oitavos de final,F,Dnipro,10581,,0,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,,,,,,,,,,,1.520,Oitavos de final,F,Fiorentina,23557,,1,,,,,1.520,,,,,,,,,,
11/03/2015,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,
10/03/2015,1.532,,,,,,,,,,,1.532,Oitavos de final,C,FC Basileia,43108,,3,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,,1.532,,,,,,,,,,
09/03/2015,1.535,,,,,,,,,,,1.535,,,,,,,,,,,1.535,24.000,C,Penafiel,25495,,3,,,,,1.535,,,,,,,,,,,1.535,,,,,,,,,,,1.535,26.000,C,Sassuolo,37506,,3,,,,,1.535,6ª eliminatória,C,Arsenal,74285,,0,,,,,1.535,,,,,,,,,,,1.535,,,,,,,,,,,1.535,,,,,,,,,,,1.535,,,,,,,,,,,1.535,,,,,,,,,,
08/03/2015,,24.000,F,Arouca,6960,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000,C,Excelsior,39943,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€3,200,000",,28.000,F,Montpellier,16431,1,3,1,"€3,200,000",,,,20.000,C,Bröndby IF,31223,,3,,,,,,,,,,,,,,1,€0,,26.000,F,Chievo Verona,12000,,1,,,,,,,,,,,,,,,
07/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€1,320,000",,,,,,,,,,,,,,,24.000,F,Hamburgo,57000,10,1,,,,,,,,,,,,1,€0,1,€0,,,,,,,,,,1,€0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000,C,Hellas Verona,29510,11,1,1,"€33,300,000",,
06/03/2015,1.601,,,,,,,,,,,1.601,24.000,F,Braga,16430,,3,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,,1.601,24.000,C,FC Porto,16430,,0,,,,,1.601,,,,,,,,,,,1.601,,,,,,,,,,
05/03/2015,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,Meias-Finais,F,CD Nacional,2500,,1,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,Meias-Finais,C,Fiorentina,38476,,0,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,Quartos de final,C,Randers FC,6307,,3,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,,1.550,,,,,,,,,,
04/03/2015,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,28.000,F,Newcastle,49801,,3,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,
03/03/2015,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,Oitavos de final,F,Dynamo Dresden,30503,,3,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,,1.540,,,,,,,,,,
02/03/2015,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,25.000,F,AS Roma,55651,,1,,,,,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,,,,,,,,,,,1.570,25.000,C,Juventus,55651,,1,,,,,1.570,,,,,,,,,,
01/03/2015,,,,,,,,,,,,,23.000,C,Sporting,43111,,3,,,,,,23.000,F,FC Porto,43111,,0,,,,,,25.000,F,PSV,35000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.000,F,Odense,8421,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2015,,23.000,C,Estoril,46712,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.000,C,Schalke,79500,12,3,,,,,,,,,,,,,,,,,27.000,C,AFC Sunderland,75344,,3,,,,,,27.000,F,LOSC Lille,40080,1,0,,,,,,,,,,,,,,,,,23.000,F,Rio Ave,900,,3,,,,,,,,,,,,,,,,,25.000,F,Chievo Verona,18000,11,1,,,,
27/02/2015,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,,1.595,,,,,,,,,,
26/02/2015,1.560,,,,,,,,,,,1.560,,,,,,,,,,,1.560,Fase intermédia,C,Wolfsburgo,23097,,1,,,,,1.560,Fase intermédia,F,Léguia Varsóvia,,,3,,,,,1.560,,,,,,,,,,,1.560,,,,,,,,,1,€0,1.560,,,,,,,,,,,1.560,,,,,,,,,,,1.560,,,,,,,,,,,1.560,,,,,,,,,,,1.560,Fase intermédia,F,Feyenoord,43000,,3,,,,,1.560,,,,,,,,,,
25/02/2015,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,,1.530,,,,,,,,,,
24/02/2015,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,Oitavos de final,F,Juventus,41182,,0,,,,,1.590,Oitavos de final,C,Dortmund,41182,,3,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,,1.590,,,,,,,,,,
23/02/2015,1.600,,,,,,,,,,,1.600,22.000,F,Boavista,9487,,3,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,,1.600,,,,,,,,,,
22/02/2015,,,,,,,,,,,,,,,,,,,,,,,,22.000,C,Gil Vicente,42098,,3,,,,,,24.000,F,Willem II,14500,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000,C,FC Nantes,36819,1,3,,,,,,18.000,C,Vestsjaelland,12631,,3,,,,,,,,,,,,,,,,,24.000,F,Hellas Verona,17953,,1,,,,,,24.000,C,Cesena,27958,11,3,,,,
21/02/2015,,22.000,F,Moreirense,5793,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.000,F,Swansea,20809,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.000,C,CD Nacional,8975,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2015,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,22.000,F,Estugarda,60000,15,3,,,,,1.482,24.000,C,Atalanta BC,37195,,3,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,,1.482,,,,,,,,,,
19/02/2015,1.499,,,,,,,,,,,1.499,,,,,,,,,,,1.499,Fase intermédia,F,Wolfsburgo,19207,,0,,,,,1.499,Fase intermédia,C,Léguia Varsóvia,46761,,3,,,,,1.499,,,,,,,,,,,1.499,,,,,,,,,,,1.499,,,,,,,,,,,1.499,,,,,,,,,,,1.499,,,,,,,,,,,1.499,,,,,,,,,,,1.499,Fase intermédia,C,Feyenoord,29292,,1,,,,,1.499,,,,,,,,,,
18/02/2015,1.445,,,,,,,,,,,1.445,Oitavos de final,F,FC Basileia,34464,,1,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,,1.445,,,,,,,,,,
17/02/2015,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,,1.403,,,,,,,,,,
